zip,city,state,avg_lat,avg_long,rest_pr_1,rest_rv_1,rest_pr_2,rest_rv_2,rest_pr_3,rest_rv_3,rest_pr_4,rest_rv_4,shop_pr_1,shop_rv_1,shop_pr_2,shop_rv_2,shop_pr_3,shop_rv_3,shop_pr_4,shop_rv_4,loca_pr_1,loca_rv_1,loca_pr_2,loca_rv_2,loca_pr_3,loca_rv_3,loca_pr_4,loca_rv_4
06473,North Haven,CT,41.38036295405945,-72.863649012262,13,269,41,2449,1,10,0,0,7,50,33,366,6,51,2,17,0,0,2,11,3,15,1,11
06489,Southington,CT,41.621246934509465,-72.87749388779791,21,685,48,3770,3,397,0,0,9,102,26,214,7,62,2,9,0,0,5,21,1,5,0,0
06770,Naugatuck,CT,41.488969393163366,-73.05382073600994,18,358,21,901,0,0,0,0,7,51,9,38,2,5,0,0,0,0,2,10,1,4,0,0
19971,Rehoboth Beach,DE,38.71565763234807,-75.08985389080318,23,1490,58,7573,12,2309,0,0,9,55,38,354,15,93,1,1,2,13,2,12,2,4,0,0
20019,"Washington, DC",DC,38.89304807156207,-76.94125832395173,16,247,3,255,2,30,0,0,1,10,1,43,2,3,1,1,0,0,0,0,0,0,0,0
32033,Elkton,FL,29.79735526666667,-81.40271436666667,0,0,1,26,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
32124,Daytona Beach,FL,29.175528281122254,-81.09909123145916,4,76,2,30,0,0,0,0,3,65,5,65,0,0,0,0,0,0,0,0,0,0,0,0
32211,Jacksonville,FL,30.331809096495732,-81.58885715485653,18,412,6,161,0,0,0,0,7,16,7,17,1,7,2,9,2,8,1,4,0,0,0,0
32223,Jacksonville,FL,30.162151420311318,-81.62707207254442,26,1059,26,2693,1,88,0,0,17,102,36,328,6,57,2,11,2,4,3,14,0,0,0,0
32266,Neptune Beach,FL,30.323721407665502,-81.40153998885285,8,538,13,1803,1,66,0,0,1,4,20,150,4,33,0,0,0,0,0,0,0,0,0,0
32305,Tallahassee,FL,30.36414913744645,-84.27827263685899,6,87,2,26,0,0,0,0,1,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0
32423,Bascom,FL,30.92,-85.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32430,Clarksville,FL,30.43,-85.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32439,Freeport,FL,30.487522480316507,-86.13701859113176,5,69,5,86,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
32445,Malone,FL,30.95,-85.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32653,Gainesville,FL,29.7130474991802,-82.359478940926,1,8,0,0,0,0,0,0,3,34,6,27,1,4,0,0,0,0,1,3,0,0,0,0
32696,Williston,FL,29.385677600848567,-82.44829271204243,9,82,6,125,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
32707,Casselberry,FL,28.651633927931666,-81.3272441364012,32,1359,14,1183,1,16,0,0,14,198,29,195,2,25,1,9,2,27,4,17,1,9,1,9
32837,Orlando,FL,28.387934507357574,-81.41303232283028,39,2027,37,3467,2,424,2,199,12,53,39,485,6,52,1,6,3,30,7,41,0,0,0,0
32925,Patrick Afb,FL,28.238142585185493,-80.60550095003897,2,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33014,Miami Lakes,FL,25.90630713905529,-80.30576475305656,32,1805,21,3231,1,105,1,7,12,55,29,341,3,40,1,1,4,19,5,61,0,0,0,0
33028,Pembroke Pines,FL,26.020230939347247,-80.33537535393162,7,713,7,1141,0,0,0,0,1,10,3,23,1,7,0,0,1,3,0,0,0,0,0,0
33051,Key Colony Beach,FL,24.720397739654032,-81.0169799359211,0,0,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33066,Coconut Creek,FL,26.245846524724197,-80.18012443370858,0,0,2,679,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
33154,Bay Harbor Islands,FL,25.886765532360712,-80.12515345778955,5,202,19,1756,13,1860,3,221,2,6,10,148,13,102,16,270,1,2,1,21,1,59,0,0
33185,Miami,FL,25.721651560718747,-80.43716364802697,20,1172,10,853,0,0,0,0,2,12,8,58,1,3,0,0,0,0,1,1,0,0,0,0
33334,Oakland Park,FL,26.180938037384205,-80.13315376350269,30,2555,27,5169,1,10,0,0,15,143,30,292,3,18,0,0,3,20,4,47,4,30,0,0
33436,Boynton Beach,FL,26.53202473154343,-80.1116386480808,14,689,10,722,0,0,0,0,2,36,16,127,2,25,0,0,1,5,0,0,0,0,0,0
33572,Apollo Beach,FL,27.76171257834356,-82.40593091796539,7,203,9,905,0,0,0,0,2,10,8,39,1,2,1,9,0,0,4,17,0,0,0,0
33703,St. Petersburg,FL,27.815835487900106,-82.63993728436475,13,861,14,2096,0,0,0,0,4,23,15,134,5,31,1,4,0,0,0,0,1,6,0,0
33716,St. Petersburg,FL,27.874440621124702,-82.64885505402397,12,644,11,1092,0,0,0,0,1,3,8,97,0,0,1,4,0,0,1,1,0,0,0,0
33777,Seminole,FL,27.85590780527071,-82.76185815670122,9,222,10,545,0,0,0,0,2,4,6,33,3,20,0,0,1,3,0,0,0,0,0,0
33854,Lakeshore,FL,27.86,-81.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33930,Felda,FL,26.54,-81.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34105,Naples,FL,26.210060788756863,-81.75662302907458,7,272,5,386,0,0,0,0,5,30,8,76,1,5,1,6,0,0,0,0,0,0,0,0
34237,Sarasota,FL,27.34290361377939,-82.51545923386688,10,151,3,144,1,86,0,0,2,6,4,27,1,3,0,0,1,6,0,0,0,0,0,0
34433,Dunnellon,FL,29.0085516,-82.5681102,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34691,Holiday,FL,28.19140678914109,-82.7403776618183,12,312,3,93,0,0,0,0,2,8,6,31,0,0,1,3,2,8,1,1,0,0,1,3
34741,Kissimmee,FL,28.303436453339323,-81.42158603183398,45,1026,19,1141,0,0,0,0,9,32,34,203,3,12,1,3,4,29,4,23,1,7,1,17
30030,Decatur,GA,33.775240831364854,-84.29431844696398,22,2236,42,10889,5,2569,0,0,4,61,40,773,7,78,0,0,2,11,8,171,3,16,0,0
30087,Stone Mountain,GA,33.815836906280644,-84.12185105427338,30,818,16,873,0,0,0,0,5,30,14,75,2,11,1,8,4,12,1,10,0,0,1,8
30126,Mableton,GA,33.81667703103701,-84.56766839486191,29,687,18,666,0,0,0,0,8,30,12,72,5,15,0,0,0,0,1,6,0,0,0,0
30152,Kennesaw,GA,34.00913151040487,-84.6147509498296,23,992,18,1771,0,0,0,0,4,38,14,110,3,15,1,16,3,16,2,5,1,1,0,0
30345,Atlanta,GA,33.85754686699081,-84.29179049151031,20,2391,18,2001,0,0,0,0,6,83,20,233,6,53,1,3,1,6,2,13,0,0,0,0
30346,Dunwoody,GA,33.925329829819844,-84.34025180932423,24,1253,23,5351,4,666,1,262,3,33,36,865,31,536,1,1,0,0,3,100,2,30,0,0
