zip,city,state,avg_lat,avg_long,rest_pr_1,rest_rv_1,rest_pr_2,rest_rv_2,rest_pr_3,rest_rv_3,rest_pr_4,rest_rv_4,shop_pr_1,shop_rv_1,shop_pr_2,shop_rv_2,shop_pr_3,shop_rv_3,shop_pr_4,shop_rv_4,loca_pr_1,loca_rv_1,loca_pr_2,loca_rv_2,loca_pr_3,loca_rv_3,loca_pr_4,loca_rv_4
30413,Bartow,GA,32.897847,-82.528981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30721,Dalton,GA,34.79280207637559,-84.94837600770812,20,159,9,122,0,0,0,0,3,5,8,12,1,1,2,3,1,1,1,1,1,2,0,0
30733,Plainville,GA,34.4,-85.03,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
30828,Warrenton,GA,33.4070949,-82.6627679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31312,Guyton,GA,32.259048575784995,-81.36075737354884,3,17,1,28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31558,Saint Marys,GA,30.753548601667514,-81.57614010948178,16,272,18,768,0,0,0,0,6,21,13,47,3,6,1,1,3,7,0,0,0,0,0,0
31701,Albany,GA,31.58703931585165,-84.16953592615609,20,214,9,205,0,0,0,0,3,6,4,7,1,1,0,0,0,0,0,0,1,1,0,0
31805,Cusseta,GA,32.307970000000005,-84.7933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31808,Fortson,GA,32.631763647186396,-85.0128368226972,1,8,2,13,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39846,Edison,GA,31.558712329630698,-84.73573929999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96719,Hawi,HI,20.237984204734694,-155.8307411885207,2,192,5,1133,0,0,0,0,2,6,3,24,4,14,0,0,0,0,0,0,0,0,0,0
96790,Kula,HI,20.803331787628398,-156.35051424918228,1,51,3,1696,0,0,0,0,1,68,8,58,1,5,1,4,0,0,1,5,0,0,0,0
83211,American Falls,ID,42.78851191414829,-112.8472810213525,3,23,2,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
83543,Nezperce,ID,46.23409,-116.24011999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83633,King Hill,ID,43.07,-115.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83830,Fernwood,ID,47.09,-116.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83846,Mullan,ID,47.461928047875226,-115.77258143294266,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83872,Viola,ID,46.86,-116.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60108,Bloomingdale,IL,41.94884357911804,-88.10229643920367,30,1150,27,2888,0,0,0,0,4,21,37,532,14,145,5,35,1,7,8,98,2,9,1,5
60157,Medinah,IL,41.97634,-88.05209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
60409,Calumet City,IL,41.611282663104674,-87.55258059753612,21,395,25,845,0,0,1,17,6,29,18,125,9,42,0,0,0,0,1,3,0,0,0,0
60410,Channahon,IL,41.43002031565664,-88.23990474593529,9,149,3,63,0,0,0,0,1,26,3,6,1,3,0,0,0,0,0,0,0,0,0,0
60465,Palos Hills,IL,41.701007807248565,-87.81479363714674,12,446,10,361,0,0,0,0,0,0,6,49,0,0,1,10,0,0,1,1,0,0,0,0
60657,Chicago,IL,41.94126708780001,-87.65315546429713,29,8554,57,20882,1,292,0,0,10,275,54,3024,6,118,1,9,13,401,11,522,2,27,0,0
60933,Elliott,IL,40.46,-88.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60936,Gibson City,IL,40.45972351492586,-88.37520745815027,4,39,4,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61063,Pecatonica,IL,42.30814939929689,-89.35108706835938,2,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61104,Rockford,IL,42.2615430423956,-89.08110218275282,15,370,13,729,2,261,0,0,3,13,12,115,4,11,0,0,0,0,1,19,0,0,0,0
61251,Fenton,IL,41.73,-90.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61285,Thomson,IL,41.96801404863034,-90.10055394920904,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61345,Neponset,IL,41.29,-89.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61472,Rio,IL,41.10814,-90.38132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61542,Lewistown,IL,40.39267079888136,-90.15648591288144,3,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61815,Bondville,IL,40.11,-88.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61820,Champaign,IL,40.112620994325965,-88.23804687285399,43,2970,36,5078,4,616,0,0,16,110,36,312,12,117,2,20,4,24,7,83,4,49,0,0
61844,Fithian,IL,40.11,-87.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61882,Weldon,IL,40.121015,-88.750242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62082,Roodhouse,IL,39.48,-90.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62244,Fults,IL,38.16,-90.21,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
62343,Hull,IL,39.7,-91.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62378,Versailles,IL,39.88,-90.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62434,Ingraham,IL,38.84,-88.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62523,Decatur,IL,39.843046828899176,-88.95542231309773,5,88,5,211,2,97,0,0,0,0,1,1,3,7,0,0,1,1,0,0,2,6,0,0
62668,Murrayville,IL,39.58,-90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62707,Springfield,IL,39.837418406368045,-89.62720082790949,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62818,Browns,IL,38.37,-87.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62864,Mount Vernon,IL,38.31466418936426,-88.93265042670099,22,263,22,578,1,59,0,0,2,17,4,7,1,3,0,0,0,0,0,0,0,0,0,0
62893,Walnut Hill,IL,38.47,-89.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62964,Mounds,IL,37.1199798,-89.187086,0,0,1,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46001,Alexandria,IN,40.25915499173501,-85.67186067386892,4,17,2,18,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46040,Fortville,IN,39.933980285647365,-85.85905953439999,6,98,5,464,1,10,0,0,2,3,4,34,0,0,1,2,0,0,0,0,0,0,0,0
46044,Frankton,IN,40.22,-85.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46069,Sheridan,IN,40.132996994017454,-86.22350260358076,1,7,2,21,0,0,0,0,0,0,2,53,1,6,0,0,0,0,0,0,0,0,0,0
46151,Martinsville,IN,39.429969523210936,-86.41062132852747,20,319,7,175,1,6,0,0,0,0,9,35,0,0,1,1,0,0,1,1,0,0,0,0
46157,Monrovia,IN,39.578942311216785,-86.48269260515404,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46176,Shelbyville,IN,39.52556478501381,-85.76468833424572,41,403,16,348,1,24,0,0,27,53,21,55,3,4,1,3,4,10,1,1,0,0,0,0
46229,Indianapolis,IN,39.778334324995114,-85.98638579708246,26,466,10,395,0,0,0,0,12,67,21,118,8,40,1,7,1,5,2,13,1,6,0,0
46356,Lowell,IN,41.292194892671425,-87.40397833346728,7,75,11,132,0,0,0,0,2,14,8,12,3,4,0,0,0,0,2,5,1,1,0,0
46385,Valparaiso,IN,41.45964143010382,-87.07738757881174,4,184,6,127,0,0,0,0,1,7,2,12,2,8,0,0,1,8,1,4,0,0,0,0
46391,Westville,IN,41.54321623102372,-86.89974083694229,5,61,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46601,South Bend,IN,41.67,-86.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46628,South Bend,IN,41.70989541745533,-86.3019090429011,17,175,8,189,0,0,1,52,3,13,4,21,0,0,2,9,0,0,1,3,1,3,0,0
46732,Cromwell,IN,41.4,-85.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46767,Ligonier,IN,41.459446777330534,-85.59058513114424,6,45,1,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
46805,Fort Wayne,IN,41.10880570438053,-85.12644897964509,31,626,23,1054,1,2,0,0,4,6,41,225,8,22,4,7,0,0,2,15,0,0,0,0
46933,Gas City,IN,40.484163162589226,-85.57452769873791,6,33,8,326,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
47175,Taswell,IN,38.33,-86.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47235,Freetown,IN,38.9724,-86.12912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47325,Brownsville,IN,39.69,-85.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47373,Redkey,IN,40.3494486481326,-85.1506757363677,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47531,Evanston,IN,38.113191,-86.836177,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47535,Freelandville,IN,38.87,-87.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47550,Lamar,IN,38.04,-86.96,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
47568,Plainville,IN,38.8,-87.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47619,Lynnville,IN,38.1972810732151,-87.29692663178021,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47660,Oakland City,IN,38.33446982935078,-87.35562190083847,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47802,Terre Haute,IN,39.42585393217908,-87.41088337404491,32,452,27,850,2,46,0,0,4,12,24,72,8,31,1,3,1,3,2,7,0,0,0,0
47861,Merom,IN,39.05,-87.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47944,Fowler,IN,40.613116733333335,-87.31195206666666,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47993,Williamsport,IN,40.2883704,-87.29389990000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50115,Guthrie Center,IA,41.6771984,-94.50456345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50147,Lineville,IA,40.63,-93.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50153,Lynnville,IA,41.5776749,-92.7817532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50206,New Providence,IA,42.28,-93.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50263,Waukee,IA,41.6137376397634,-93.86700169110384,7,206,6,196,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50266,West Des Moines,IA,41.573754301963895,-93.78719928330358,21,530,35,2103,1,98,0,0,3,26,42,280,15,137,2,13,0,0,3,11,3,16,0,0
50327,Pleasant Hill,IA,41.58,-93.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50448,Kensett,IA,43.352231302539046,-93.20986897338864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50540,Fonda,IA,42.58,-94.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50557,Lehigh,IA,42.35,-94.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50619,Clarksville,IA,42.785139,-92.668189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50651,La Porte City,IA,42.317438322876,-92.19506865092777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50672,Steamboat Rock,IA,42.407592750000006,-93.06493755,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50843,Cumberland,IA,41.27,-94.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51027,Ireton,IA,42.97,-96.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51049,Quimby,IA,42.62,-95.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51106,Sioux City,IA,42.45439938350445,-96.35361173864362,23,230,28,574,0,0,0,0,0,0,24,73,6,12,2,4,1,3,0,0,0,0,0,0
51108,Sioux City,IA,42.536052875,-96.36651915,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
51650,Riverton,IA,40.68694805,-95.5689401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52035,Colesburg,IA,42.63,-91.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52052,Guttenberg,IA,42.77608802555925,-91.10432696438644,3,21,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52072,St. Olaf,IA,42.92799,-91.38597,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52151,Lansing,IA,43.361966139526366,-91.2167249133545,1,10,1,10,0,0,0,0,1,1,2,2,1,2,0,0,0,0,1,1,0,0,0,0
52160,New Albin,IA,43.4971008,-91.2895126,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52168,Spillville,IA,43.2,-91.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52171,Waucoma,IA,42.99767,-92.047267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52251,Ladora,IA,41.755170532417004,-92.18237835913901,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52320,Olin,IA,41.99,-91.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52333,Solon,IA,41.80385645986362,-91.49257107443184,1,4,5,331,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52565,Keosauqua,IA,40.73007333333333,-91.96231,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52625,Donnellson,IA,40.671593555664046,-91.5729850048828,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52753,Le Claire,IA,41.59576681029499,-90.3497859672112,4,45,7,385,2,97,0,0,1,7,5,18,2,119,0,0,0,0,0,0,0,0,0,0
52755,Lone Tree,IA,41.4874856,-91.4258349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66061,Olathe,KS,38.87949031617924,-94.81943544954237,45,1214,11,613,0,0,0,0,10,43,19,146,4,19,1,2,2,3,2,6,0,0,0,0
66091,Welda,KS,38.16,-95.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66214,Overland Park,KS,38.956771504793615,-94.71882720640623,14,282,10,725,0,0,0,0,2,6,33,206,13,126,2,10,1,1,1,9,0,0,0,0
66546,Wakarusa,KS,38.89,-95.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66743,Girard,KS,37.512871388932616,-94.82985183780345,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67029,Coldwater,KS,37.2703132629395,-99.32836151123051,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67037,Derby,KS,37.556171023264646,-97.25468179885479,22,293,15,339,1,3,0,0,2,4,6,24,0,0,1,4,0,0,1,11,0,0,0,0
67038,Dexter,KS,37.24329,-96.716583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67118,Norwich,KS,37.45,-97.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67223,Wichita,KS,37.74,-97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67330,Altamont,KS,37.192752533446296,-95.291966511635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67354,Mound Valley,KS,37.2,-95.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67441,Enterprise,KS,38.9,-97.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67455,Lincoln,KS,39.04338903333333,-98.14975423333334,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
67623,Alton,KS,39.4674416,-98.9477463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67869,Plains,KS,37.258742,-100.587423,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40033,Lebanon,KY,37.56573683603753,-85.2636178254337,8,37,3,63,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
40052,New Hope,KY,37.63,-85.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40068,Smithfield,KY,38.3967318094999,-85.27446788797455,0,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40118,Fairdale,KY,38.112839355683434,-85.75475485430647,0,0,3,193,0,0,0,0,2,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
40171,Union Star,KY,37.97,-86.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40175,Vine Grove,KY,37.8176955,-85.976738,2,21,0,0,0,0,0,0,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0
40210,Louisville,KY,38.23377098071787,-85.78726116031453,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40347,Midway,KY,38.152892117774456,-84.68091409465647,0,0,3,91,2,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40370,Sadieville,KY,38.3795858161281,-84.5726311447009,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40422,Danville,KY,37.62916687154386,-84.77827093009306,21,237,11,219,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
40484,Stanford,KY,37.543803755280926,-84.66152595300862,4,12,2,70,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40507,Lexington,KY,38.04766572023275,-84.49759868368047,19,815,28,3710,6,643,0,0,3,10,5,24,7,32,1,3,0,0,1,11,0,0,0,0
40940,Frakes,KY,36.6,-83.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40988,Stoney Fork,KY,36.88,-83.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41051,Independence,KY,38.93481861277853,-84.54655929221698,8,128,6,112,0,0,0,0,2,6,4,19,1,16,0,0,0,0,0,0,0,0,0,0
41421,Elkfork,KY,38.0,-83.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41659,Stanville,KY,37.58,-82.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41833,Linefork,KY,37.03,-82.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41862,Topmost,KY,37.36,-82.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42160,Park City,KY,37.05952789297855,-86.06705516998255,1,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42266,Pembroke,KY,36.77,-87.35,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42345,Greenville,KY,37.228199472902745,-87.185712064826,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42409,Dixon,KY,37.51,-87.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42436,Manitou,KY,37.41,-87.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42453,Saint Charles,KY,37.18,-87.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42642,Russell Springs,KY,37.05456911887162,-85.07288624810967,6,43,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42649,Strunk,KY,36.62,-84.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42754,Leitchfield,KY,37.462098086702426,-86.29449559585736,11,55,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70353,Dulac,LA,29.405644498100273,-90.70495122764427,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70358,Grand Isle,LA,29.22651522117766,-90.00718225470169,3,28,7,108,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
70448,Mandeville,LA,30.367413611032816,-90.06842746235502,10,163,29,2023,5,216,0,0,7,38,13,50,4,13,0,0,2,4,2,9,0,0,0,0
70462,Springfield,LA,30.401428791632,-90.5472350638881,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70517,Henderson,LA,30.292393286205677,-91.8844318426314,22,413,12,753,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0
70525,Church Point,LA,30.38400358486594,-92.20189476799902,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70581,Roanoke,LA,30.251077000000002,-92.741504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70586,Ville Platte,LA,30.70506613872721,-92.29474573742807,1,4,7,42,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70710,Addis,LA,30.36223843768537,-91.257455899954,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70763,Paulina,LA,30.0395410821861,-90.7477876883247,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70772,Rosedale,LA,30.44,-91.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70788,White Castle,LA,30.185556,-91.16707099999999,0,0,0,0,1,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70817,Baton Rouge,LA,30.393118045722986,-91.01775900931729,19,399,17,903,1,66,0,0,5,34,15,59,2,11,1,2,1,2,1,17,1,9,0,0
71071,Sarepta,LA,32.923322339993895,-93.4544702846242,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71220,Bastrop,LA,32.78109585287522,-91.9035742914201,8,31,3,25,0,0,0,0,0,0,3,6,1,4,0,0,0,0,1,1,0,0,0,0
71291,West Monroe,LA,32.517362798590305,-92.16624340970313,25,205,17,294,1,10,0,0,7,11,11,20,1,4,0,0,0,0,0,0,0,0,0,0
71369,Simmesport,LA,30.984221525,-91.81564185,1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04020,Cornish,ME,43.804714482016365,-70.80583531402345,3,73,3,313,0,0,0,0,1,2,2,9,1,3,0,0,0,0,0,0,0,0,0,0
04049,Limington,ME,43.761784999999996,-70.66608599999999,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04085,Steep Falls,ME,43.76,-70.64,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04224,Dixfield,ME,44.59843903333334,-70.45577613333332,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04347,Hallowell,ME,44.28581166592897,-69.79037257308039,1,14,7,565,0,0,0,0,1,1,3,5,2,4,0,0,0,0,1,1,1,1,0,0
04359,South Gardiner,ME,44.18,-69.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04416,Bucksport,ME,44.57109064107829,-68.78416541653739,2,40,6,162,0,0,0,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0,0
04554,New Harbor,ME,43.8699038,-69.50596479999999,1,32,4,232,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04564,Round Pond,ME,43.94634110298222,-69.4590723802927,1,6,2,68,1,44,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04606,Addison,ME,44.54,-67.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04617,Brooksville,ME,44.364137,-68.74607950000001,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04743,Fort Kent,ME,47.2503483601749,-68.59466291965714,2,5,2,15,2,9,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
04762,New Sweden,ME,46.94,-68.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04763,Oakfield,ME,46.11223,-68.159369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
