zip,city,state,cat,pr_1,rv_1,pr_2,rv_2,pr_3,rv_3,pr_4,rv_4,avg_lat,avg_long,db_city
44818,Bloomville,OH,localservices,0,0,0,0,0,0,0,0,41.05,-83.01,Bloomville
44866,Polk,OH,restaurants,0,0,0,0,0,0,0,0,40.94,-82.21,Polk
44866,Polk,OH,shopping,0,0,0,0,0,0,0,0,40.8583682030439,-82.1551334112883,Polk
44866,Polk,OH,localservices,0,0,0,0,0,0,0,0,40.94,-82.21,Polk
45002,Cleves,OH,restaurants,6,97,3,148,0,0,0,0,39.18362606646197,-84.73881566150781,Cleves
45002,Cleves,OH,shopping,0,0,1,3,0,0,0,0,39.161833290452,-84.74929939903515,Cleves
45002,Cleves,OH,localservices,0,0,0,0,0,0,0,0,39.20752317712403,-84.72321759204101,Cleves
45118,Fayetteville,OH,restaurants,1,3,0,0,0,0,0,0,39.1826700746252,-83.9299290219025,Fayetteville
45118,Fayetteville,OH,shopping,0,0,0,0,0,0,0,0,39.2047348022461,-83.9693069458008,Fayetteville
45118,Fayetteville,OH,localservices,0,0,0,0,0,0,0,0,39.18,-83.93,Fayetteville
45162,Pleasant Plain,OH,restaurants,1,33,0,0,0,0,0,0,39.2771912,-84.1140594,Pleasant Plain
45162,Pleasant Plain,OH,shopping,0,0,0,0,0,0,0,0,39.27,-84.1,Pleasant Plain
45162,Pleasant Plain,OH,localservices,0,0,0,0,0,0,0,0,39.27,-84.1,Pleasant Plain
45223,Cincinnati,OH,restaurants,12,704,10,1605,0,0,0,0,39.1612092630167,-84.54027946132007,Cincinnati
45223,Cincinnati,OH,shopping,4,65,10,210,4,12,0,0,39.16192542193004,-84.5412529841552,Cincinnati
45223,Cincinnati,OH,localservices,1,4,1,23,0,0,0,0,39.1635571712,-84.54048837906743,Cincinnati
45224,Cincinnati,OH,restaurants,8,144,4,250,0,0,0,0,39.2055381478214,-84.53965925189107,Cincinnati
45224,Cincinnati,OH,shopping,1,2,2,11,2,30,2,11,39.200526993997855,-84.54243557696564,Cincinnati
45224,Cincinnati,OH,localservices,0,0,1,4,0,0,1,4,39.20592071032587,-84.54050955439297,Cincinnati
45378,Verona,OH,restaurants,0,0,1,8,0,0,0,0,39.90347,-84.48798,Verona
45378,Verona,OH,shopping,0,0,0,0,0,0,0,0,39.9,-84.49,Verona
45378,Verona,OH,localservices,0,0,0,0,0,0,0,0,39.9,-84.49,Verona
45382,West Manchester,OH,restaurants,0,0,0,0,0,0,0,0,39.9,-84.62,West Manchester
45382,West Manchester,OH,shopping,0,0,0,0,0,0,0,0,39.9,-84.62,West Manchester
45382,West Manchester,OH,localservices,0,0,0,0,0,0,0,0,39.9,-84.62,West Manchester
45385,Xenia,OH,restaurants,18,244,7,220,0,0,0,0,39.68697683851171,-83.93980129562314,Xenia
45385,Xenia,OH,shopping,2,16,4,27,1,4,0,0,39.69025648706714,-83.9405436004105,Xenia
45385,Xenia,OH,localservices,1,3,1,13,0,0,0,0,39.68281520967897,-83.941641669226,Xenia
45417,Dayton,OH,restaurants,3,8,1,4,0,0,0,0,39.747049514982876,-84.26598199766397,Dayton
45417,Dayton,OH,shopping,0,0,0,0,0,0,0,0,39.74,-84.29,Dayton
45417,Dayton,OH,localservices,0,0,0,0,0,0,0,0,39.73692400419064,-84.2608590556772,Dayton
45628,Frankfort,OH,restaurants,0,0,0,0,0,0,0,0,39.41809,-83.17183,Frankfort
45628,Frankfort,OH,shopping,0,0,0,0,0,0,0,0,39.4,-83.18,Frankfort
45628,Frankfort,OH,localservices,0,0,0,0,0,0,0,0,39.4,-83.18,Frankfort
45658,Patriot,OH,restaurants,0,0,0,0,0,0,0,0,38.77,-82.43,Patriot
45658,Patriot,OH,shopping,0,0,0,0,0,0,0,0,38.77,-82.43,Patriot
45658,Patriot,OH,localservices,0,0,0,0,0,0,0,0,38.77,-82.43,Patriot
45696,Willow Wood,OH,restaurants,0,0,0,0,0,0,0,0,38.59,-82.45,Willow Wood
45696,Willow Wood,OH,shopping,0,0,0,0,0,0,0,0,38.59,-82.45,Willow Wood
45696,Willow Wood,OH,localservices,0,0,0,0,0,0,0,0,38.59,-82.45,Willow Wood
45821,Cecil,OH,restaurants,1,5,0,0,0,0,0,0,41.2360245326373,-84.56362282857296,Cecil
45821,Cecil,OH,shopping,0,0,0,0,0,0,0,0,41.21,-84.6,Cecil
45821,Cecil,OH,localservices,0,0,0,0,0,0,0,0,41.21,-84.6,Cecil
45865,Minster,OH,restaurants,2,14,2,9,0,0,0,0,40.38794912010308,-84.37539725066742,Minster
45865,Minster,OH,shopping,0,0,3,10,0,0,0,0,40.3672095,-84.3693165,Minster
45865,Minster,OH,localservices,0,0,0,0,0,0,0,0,40.39,-84.37,Minster
73021,Colony,OK,restaurants,0,0,0,0,0,0,0,0,35.34,-98.67,Colony
73021,Colony,OK,shopping,0,0,0,0,0,0,0,0,35.34,-98.67,Colony
73021,Colony,OK,localservices,0,0,0,0,0,0,0,0,35.34,-98.67,Colony
73027,Coyle,OK,restaurants,0,0,0,0,0,0,0,0,35.95,-97.23,Coyle
73027,Coyle,OK,shopping,0,0,0,0,0,0,0,0,35.95,-97.23,Coyle
73027,Coyle,OK,localservices,0,0,0,0,0,0,0,0,35.95,-97.23,Coyle
73059,Minco,OK,restaurants,1,7,0,0,0,0,0,0,35.31064839542341,-97.94488251922381,Minco
73059,Minco,OK,shopping,1,1,0,0,0,0,0,0,35.3138302072805,-97.9463405557265,Minco
73059,Minco,OK,localservices,0,0,0,0,0,0,0,0,35.3044290715332,-97.94986567939453,Minco
73080,Purcell,OK,restaurants,5,107,4,44,0,0,0,0,35.003208134878626,-97.36819831996958,Purcell
73080,Purcell,OK,shopping,2,4,2,3,0,0,0,0,35.0097201706953,-97.36526342490036,Purcell
73080,Purcell,OK,localservices,0,0,0,0,0,0,0,0,35.023490430322255,-97.3661317945801,Purcell
73095,Wayne,OK,restaurants,0,0,0,0,0,0,0,0,34.91,-97.31,Wayne
73095,Wayne,OK,shopping,0,0,0,0,0,0,0,0,34.91,-97.31,Wayne
73095,Wayne,OK,localservices,0,0,0,0,0,0,0,0,34.91,-97.31,Wayne
73128,Oklahoma City,OK,restaurants,12,139,15,605,0,0,0,0,35.461173961925574,-97.63327091623273,Oklahoma City
73128,Oklahoma City,OK,shopping,0,0,11,83,7,26,0,0,35.460355698791616,-97.63075591801464,Oklahoma City
73128,Oklahoma City,OK,localservices,0,0,2,14,0,0,0,0,35.45701003898243,-97.63076421538156,Oklahoma City
73440,Lebanon,OK,restaurants,0,0,0,0,0,0,0,0,33.98,-96.91,Lebanon
73440,Lebanon,OK,shopping,0,0,0,0,0,0,0,0,33.9834,-96.91103,Lebanon
73440,Lebanon,OK,localservices,0,0,0,0,0,0,0,0,33.98,-96.91,Lebanon
73505,Lawton,OK,restaurants,35,812,34,1403,0,0,1,19,34.619982118641616,-98.44927134639072,Lawton
73505,Lawton,OK,shopping,8,39,29,194,10,37,1,4,34.6196308794873,-98.44823346988558,Lawton
73505,Lawton,OK,localservices,3,16,2,6,1,4,0,0,34.61715708017596,-98.4387564104549,Lawton
73570,Tipton,OK,restaurants,0,0,0,0,0,0,0,0,34.5,-99.13,Tipton
73570,Tipton,OK,shopping,0,0,0,0,0,0,0,0,34.5,-99.13,Tipton
73570,Tipton,OK,localservices,0,0,0,0,0,0,0,0,34.5,-99.13,Tipton
73722,Byron,OK,restaurants,0,0,0,0,0,0,0,0,36.9002411660529,-98.35806947140335,Burlington
73722,Byron,OK,shopping,0,0,0,0,0,0,0,0,36.9,-98.42,Burlington
73722,Byron,OK,localservices,0,0,0,0,0,0,0,0,36.9,-98.42,Burlington
73742,Hennessey,OK,restaurants,2,9,2,7,0,0,0,0,36.10597735560863,-97.89899700177942,Hennessey
73742,Hennessey,OK,shopping,0,0,0,0,0,0,0,0,36.051781,-97.899981,Hennessey
73742,Hennessey,OK,localservices,0,0,0,0,0,0,0,0,36.1,-97.89,Hennessey
73835,Camargo,OK,restaurants,0,0,0,0,0,0,0,0,36.01,-99.28,Camargo
73835,Camargo,OK,shopping,0,0,0,0,0,0,0,0,36.01,-99.28,Camargo
73835,Camargo,OK,localservices,0,0,0,0,0,0,0,0,36.01,-99.28,Camargo
73841,Fort Supply,OK,restaurants,0,0,0,0,0,0,0,0,36.5733588454062,-99.5696991102683,Fort Supply
73841,Fort Supply,OK,shopping,0,0,0,0,0,0,0,0,36.57,-99.57,Fort Supply
73841,Fort Supply,OK,localservices,0,0,0,0,0,0,0,0,36.57,-99.57,Fort Supply
74115,Tulsa,OK,restaurants,27,359,7,363,1,15,1,6,36.171413631449504,-95.90216740383083,Tulsa
74115,Tulsa,OK,shopping,3,10,4,11,5,15,0,0,36.169083835373165,-95.9045891216523,Tulsa
74115,Tulsa,OK,localservices,0,0,1,1,0,0,0,0,36.17805035149155,-95.91053621544354,Tulsa
74131,Tulsa,OK,restaurants,0,0,0,0,0,0,0,0,36.05,-96.07,Tulsa
74131,Tulsa,OK,shopping,0,0,0,0,0,0,0,0,36.06195,-96.06886,Tulsa
74131,Tulsa,OK,localservices,0,0,0,0,0,0,0,0,36.0449755325253,-96.07792981621296,Tulsa
74333,Bluejacket,OK,restaurants,0,0,0,0,0,0,0,0,36.8,-95.07,Bluejacket
74333,Bluejacket,OK,shopping,0,0,0,0,0,0,0,0,36.8,-95.07,Bluejacket
74333,Bluejacket,OK,localservices,0,0,0,0,0,0,0,0,36.8,-95.07,Bluejacket
74644,Marland,OK,restaurants,0,0,0,0,0,0,0,0,36.56,-97.15,Marland
74644,Marland,OK,shopping,0,0,0,0,0,0,0,0,36.56,-97.15,Marland
74644,Marland,OK,localservices,0,0,0,0,0,0,0,0,36.56,-97.15,Marland
74734,Eagletown,OK,restaurants,0,0,0,0,0,0,0,0,34.03,-94.57,Eagletown
74734,Eagletown,OK,shopping,0,0,0,0,0,0,0,0,34.03,-94.57,Eagletown
74734,Eagletown,OK,localservices,0,0,0,0,0,0,0,0,34.03,-94.57,Eagletown
74764,Valliant,OK,restaurants,1,4,1,4,0,0,0,0,34.002991,-95.093100225,Valliant
74764,Valliant,OK,shopping,0,0,0,0,0,0,0,0,34.00228,-95.09456,Valliant
74764,Valliant,OK,localservices,0,0,0,0,0,0,0,0,34.00444917447095,-95.092782694742,Valliant
74827,Atwood,OK,restaurants,0,0,0,0,0,0,0,0,34.95,-96.33,Atwood
74827,Atwood,OK,shopping,0,0,0,0,0,0,0,0,34.95,-96.33,Atwood
74827,Atwood,OK,localservices,0,0,0,0,0,0,0,0,34.95,-96.33,Atwood
74864,Prague,OK,restaurants,2,9,3,66,0,0,0,0,35.462804927613334,-96.68505205222557,Prague
74864,Prague,OK,shopping,0,0,0,0,0,0,0,0,35.48,-96.69,Prague
74864,Prague,OK,localservices,0,0,0,0,0,0,0,0,35.48,-96.69,Prague
74881,Wellston,OK,restaurants,1,4,1,97,0,0,0,0,35.68585396666666,-97.05698736666666,Wellston
74881,Wellston,OK,shopping,0,0,0,0,0,0,0,0,35.68,-97.06,Wellston
74881,Wellston,OK,localservices,0,0,0,0,0,0,0,0,35.68053,-97.043214,Wellston
74932,Cameron,OK,restaurants,0,0,0,0,0,0,0,0,35.1943665902072,-94.4923492896928,Cameron
74932,Cameron,OK,shopping,0,0,0,0,0,0,0,0,35.13,-94.53,Cameron
74932,Cameron,OK,localservices,0,0,0,0,0,0,0,0,35.13,-94.53,Cameron
74944,Mccurtain,OK,restaurants,0,0,0,0,0,0,0,0,35.13,-95.02,Mccurtain
74944,Mccurtain,OK,shopping,0,0,0,0,0,0,0,0,35.13,-95.02,Mccurtain
74944,Mccurtain,OK,localservices,0,0,0,0,0,0,0,0,35.13,-95.02,Mccurtain
74953,Poteau,OK,restaurants,11,85,5,79,0,0,0,0,35.06996558106241,-94.62683731797428,Poteau
74953,Poteau,OK,shopping,1,4,0,0,0,0,0,0,35.072079611800454,-94.62612300815539,Poteau
74953,Poteau,OK,localservices,0,0,0,0,0,0,0,0,35.0660969,-94.62055600000001,Poteau
97070,Wilsonville,OR,restaurants,26,1188,30,3278,0,0,0,0,45.30916219241241,-122.7677664688826,Wilsonville
97070,Wilsonville,OR,shopping,4,34,25,512,6,115,2,10,45.31750229770996,-122.7646961816036,Wilsonville
97070,Wilsonville,OR,localservices,0,0,3,23,0,0,2,17,45.315702927824766,-122.76850840676659,Wilsonville
97106,Banks,OR,restaurants,3,63,3,86,0,0,0,0,45.627507001216586,-123.12835818963457,Banks
97106,Banks,OR,shopping,1,2,1,4,0,0,0,0,45.631329296875,-123.125631682129,Banks
97106,Banks,OR,localservices,0,0,0,0,0,0,0,0,45.6150668214524,-123.11283958930801,Banks
97450,Langlois,OR,restaurants,1,61,0,0,0,0,0,0,42.92642,-124.4505,Langlois
97450,Langlois,OR,shopping,0,0,0,0,0,0,0,0,42.939195366416456,-124.445110885942,Langlois
97450,Langlois,OR,localservices,0,0,0,0,0,0,0,0,42.91,-124.35,Langlois
97456,Monroe,OR,restaurants,1,17,0,0,1,15,0,0,44.3156315300065,-123.29720417608951,Monroe
97456,Monroe,OR,shopping,0,0,0,0,0,0,0,0,44.31625,-123.29756499999999,Monroe
97456,Monroe,OR,localservices,0,0,0,0,0,0,0,0,44.34,-123.33,Monroe
97526,Grants Pass,OR,restaurants,40,1420,43,3752,0,0,0,0,42.44632609629428,-123.32579349323588,Grants Pass
97526,Grants Pass,OR,shopping,12,93,30,197,13,65,0,0,42.44747426987621,-123.3295711537873,Grants Pass
97526,Grants Pass,OR,localservices,5,31,4,43,4,24,0,0,42.44788972080491,-123.3268108176725,Grants Pass
97641,Christmas Valley,OR,restaurants,0,0,2,16,0,0,0,0,43.23852308417963,-120.68892153888284,Christmas Valley
97641,Christmas Valley,OR,shopping,0,0,0,0,0,0,0,0,43.3555530756712,-120.562507733703,Christmas Valley
97641,Christmas Valley,OR,localservices,0,0,0,0,0,0,0,0,43.24,-120.59,Christmas Valley
15017,Bridgeville,PA,restaurants,20,414,25,1678,0,0,0,0,40.362903350137984,-80.1092130949172,Bridgeville
15017,Bridgeville,PA,shopping,7,42,20,106,4,25,2,11,40.36477453845355,-80.10850064255874,Bridgeville
15017,Bridgeville,PA,localservices,0,0,2,13,1,7,1,5,40.36157291148987,-80.10993605089203,Bridgeville
15022,Charleroi,PA,restaurants,5,49,8,199,0,0,0,0,40.137179076965026,-79.90107309767535,Charleroi
15022,Charleroi,PA,shopping,0,0,1,4,0,0,0,0,40.137452483333334,-79.89649400833333,Charleroi
15022,Charleroi,PA,localservices,0,0,0,0,0,0,0,0,40.140674525,-79.90103722500001,Charleroi
15110,Duquesne,PA,restaurants,1,11,0,0,0,0,0,0,40.38109845807138,-79.86026768963285,Duquesne
15110,Duquesne,PA,shopping,1,2,0,0,0,0,0,0,40.37088305002473,-79.84603464123668,Duquesne
15110,Duquesne,PA,localservices,0,0,0,0,0,0,0,0,40.374518333333334,-79.845631,Duquesne
15202,Avalon,PA,restaurants,20,488,10,460,1,35,0,0,40.498024773908874,-80.0658119124931,Pittsburgh
15202,Avalon,PA,shopping,3,45,8,56,0,0,0,0,40.49693040189665,-80.06071829550126,Pittsburgh
15202,Avalon,PA,localservices,2,4,2,8,0,0,0,0,40.50098739433836,-80.06843256044877,Pittsburgh
15218,Pittsburgh,PA,restaurants,13,347,10,1133,0,0,0,0,40.42623366210916,-79.8902774403939,Pittsburgh
15218,Pittsburgh,PA,shopping,7,34,6,55,2,14,0,0,40.42633840598074,-79.88957707046775,Pittsburgh
15218,Pittsburgh,PA,localservices,2,5,0,0,0,0,0,0,40.42573344465649,-79.88524461409457,Pittsburgh
15322,Clarksville,PA,restaurants,0,0,0,0,0,0,0,0,39.97,-80.04,Clarksville
15322,Clarksville,PA,shopping,0,0,0,0,0,0,0,0,39.97,-80.04,Clarksville
15322,Clarksville,PA,localservices,0,0,0,0,0,0,0,0,39.97,-80.04,Clarksville
15436,Fairchance,PA,restaurants,0,0,1,1,0,0,0,0,39.82321775,-79.7549846,Fairchance
15436,Fairchance,PA,shopping,0,0,0,0,0,0,0,0,39.818119949999996,-79.75032,Fairchance
15436,Fairchance,PA,localservices,0,0,0,0,0,0,0,0,39.82,-79.75,Fairchance
15551,Markleton,PA,restaurants,0,0,0,0,0,0,0,0,39.87,-79.29,Markleton
15551,Markleton,PA,shopping,0,0,0,0,0,0,0,0,39.87,-79.29,Markleton
15551,Markleton,PA,localservices,0,0,0,0,0,0,0,0,39.87,-79.29,Markleton
15849,Penfield,PA,restaurants,0,0,1,9,0,0,0,0,41.2117307197955,-78.5701953348731,Penfield
15849,Penfield,PA,shopping,0,0,0,0,0,0,0,0,41.242604,-78.539071,Penfield
15849,Penfield,PA,localservices,0,0,0,0,0,0,0,0,41.21,-78.6,Penfield
15864,Summerville,PA,restaurants,0,0,0,0,0,0,0,0,41.1,-79.2,Summerville
15864,Summerville,PA,shopping,0,0,0,0,0,0,0,0,41.11585,-79.18901,Summerville
15864,Summerville,PA,localservices,0,0,0,0,0,0,0,0,41.11615,-79.18865,Summerville
15948,Revloc,PA,restaurants,0,0,0,0,0,0,0,0,40.49,-78.76,Revloc
15948,Revloc,PA,shopping,0,0,0,0,0,0,0,0,40.49,-78.76,Revloc
15948,Revloc,PA,localservices,0,0,0,0,0,0,0,0,40.49,-78.76,Revloc
15949,Robinson,PA,restaurants,0,0,0,0,0,0,0,0,40.41,-79.13,Robinson
15949,Robinson,PA,shopping,0,0,0,0,0,0,0,0,40.41,-79.13,Robinson
15949,Robinson,PA,localservices,0,0,0,0,0,0,0,0,40.41,-79.13,Robinson
16030,Eau Claire,PA,restaurants,0,0,0,0,0,0,0,0,41.13,-79.79,Eau Claire
16030,Eau Claire,PA,shopping,0,0,0,0,0,0,0,0,41.13,-79.79,Eau Claire
16030,Eau Claire,PA,localservices,0,0,0,0,0,0,0,0,41.13,-79.79,Eau Claire
16034,Fenelton,PA,restaurants,1,3,0,0,0,0,0,0,40.8525216766669,-79.693766728773,Fenelton
16034,Fenelton,PA,shopping,0,0,1,3,0,0,0,0,40.841901,-79.755218,Fenelton
16034,Fenelton,PA,localservices,0,0,0,0,0,0,0,0,40.85,-79.75,Fenelton
16037,Harmony,PA,restaurants,5,124,6,522,1,11,0,0,40.816453611324235,-80.1299199576172,Harmony
16037,Harmony,PA,shopping,0,0,3,13,0,0,0,0,40.828223121118164,-80.13186619236653,Harmony
16037,Harmony,PA,localservices,0,0,0,0,0,0,0,0,40.80443925,-80.13681095,Harmony
16051,Portersville,PA,restaurants,3,56,0,0,0,0,0,0,40.94598784854792,-80.14483657745411,Portersville
16051,Portersville,PA,shopping,0,0,0,0,0,0,0,0,40.92,-80.14,Portersville
16051,Portersville,PA,localservices,0,0,0,0,0,0,0,0,40.9470115286639,-80.15254785012814,Portersville
16055,Sarver,PA,restaurants,3,34,5,120,0,0,0,0,40.713394797373105,-79.73863491767538,Sarver
16055,Sarver,PA,shopping,0,0,1,1,0,0,0,0,40.69949069417355,-79.75203183077477,Sarver
16055,Sarver,PA,localservices,0,0,1,1,0,0,0,0,40.71197283164203,-79.74261753317907,Sarver
16132,Hillsville,PA,restaurants,0,0,0,0,0,0,0,0,41.0,-80.5,Hillsville
16132,Hillsville,PA,shopping,0,0,0,0,0,0,0,0,41.0,-80.5,Hillsville
16132,Hillsville,PA,localservices,0,0,0,0,0,0,0,0,41.0,-80.5,Hillsville
16239,Marienville,PA,restaurants,1,4,1,6,0,0,0,0,41.467293944576035,-79.12632078898237,Marienville
16239,Marienville,PA,shopping,0,0,0,0,0,0,0,0,41.45,-79.08,Marienville
16239,Marienville,PA,localservices,0,0,0,0,0,0,0,0,41.45,-79.08,Marienville
16323,Franklin,PA,restaurants,4,35,8,114,0,0,0,0,41.398583164436864,-79.82617806077572,Franklin
16323,Franklin,PA,shopping,1,1,2,3,0,0,0,0,41.40241572440186,-79.84747859561767,Franklin
16323,Franklin,PA,localservices,0,0,0,0,0,0,0,0,41.3943881,-79.84072799999998,Franklin
16415,Fairview,PA,restaurants,3,50,5,61,1,21,0,0,42.03513657129793,-80.24163464295985,Fairview
16415,Fairview,PA,shopping,0,0,1,1,0,0,0,0,42.040537,-80.260265,Fairview
16415,Fairview,PA,localservices,0,0,0,0,0,0,0,0,42.038362,-80.220356,Fairview
16501,Erie,PA,restaurants,10,275,16,780,1,108,0,0,42.12562150720017,-80.08307028937286,Erie
16501,Erie,PA,shopping,0,0,3,3,0,0,0,0,42.12294309619282,-80.08208739074075,Erie
16501,Erie,PA,localservices,0,0,0,0,0,0,0,0,42.12249237410714,-80.08224544514508,Erie
16647,Hesston,PA,restaurants,0,0,0,0,0,0,0,0,40.39605308886855,-78.09313320630595,Hesston
16647,Hesston,PA,shopping,1,2,0,0,0,0,0,0,40.4167672,-78.1036373,Hesston
16647,Hesston,PA,localservices,0,0,0,0,0,0,0,0,40.39,-78.11,Hesston
16661,Madera,PA,restaurants,0,0,0,0,0,0,0,0,40.82,-78.44,Madera
16661,Madera,PA,shopping,0,0,0,0,0,0,0,0,40.82,-78.44,Madera
16661,Madera,PA,localservices,0,0,0,0,0,0,0,0,40.82,-78.44,Madera
16665,Newry,PA,restaurants,0,0,0,0,0,0,0,0,40.3931489981605,-78.4362728156224,Newry
16665,Newry,PA,shopping,0,0,1,3,0,0,0,0,40.38903579362155,-78.4354808796578,Newry
16665,Newry,PA,localservices,0,0,0,0,0,0,0,0,40.39,-78.43,Newry
16669,Petersburg,PA,restaurants,0,0,1,22,0,0,0,0,40.6712753,-77.8743725,Petersburg
16669,Petersburg,PA,shopping,0,0,0,0,0,0,0,0,40.57,-78.04,Petersburg
16669,Petersburg,PA,localservices,0,0,0,0,0,0,0,0,40.57,-78.04,Petersburg
16673,Roaring Spring,PA,restaurants,3,24,1,8,0,0,0,0,40.33152009153442,-78.39185231844483,Roaring Spring
16673,Roaring Spring,PA,shopping,0,0,1,1,0,0,0,0,40.3401910992136,-78.40018029570523,Roaring Spring
16673,Roaring Spring,PA,localservices,0,0,0,0,0,0,0,0,40.33,-78.39,Roaring Spring
16740,Mount Jewett,PA,restaurants,1,11,1,11,0,0,0,0,41.7416799,-78.68350966666667,Mount Jewett
16740,Mount Jewett,PA,shopping,0,0,0,0,0,0,0,0,41.72,-78.64,Mount Jewett
16740,Mount Jewett,PA,localservices,0,0,0,0,0,0,0,0,41.72,-78.64,Mount Jewett
16936,Millerton,PA,restaurants,0,0,0,0,0,0,0,0,41.98,-76.95,Millerton
16936,Millerton,PA,shopping,0,0,0,0,0,0,0,0,41.9816081,-76.9433252,Millerton
16936,Millerton,PA,localservices,0,0,0,0,0,0,0,0,41.98,-76.95,Millerton
17052,Mapleton Depot,PA,restaurants,0,0,1,1,0,0,0,0,40.408791,-77.936683,Mapleton Depot
17052,Mapleton Depot,PA,shopping,0,0,0,0,0,0,0,0,40.37,-77.97,Mapleton Depot
17052,Mapleton Depot,PA,localservices,0,0,0,0,0,0,0,0,40.37,-77.97,Mapleton Depot
17058,Mifflin,PA,restaurants,0,0,0,0,0,0,0,0,40.51,-77.55,Mifflin
17058,Mifflin,PA,shopping,0,0,0,0,0,0,0,0,40.51,-77.55,Mifflin
17058,Mifflin,PA,localservices,0,0,0,0,0,0,0,0,40.5536270141602,-77.4253234863281,Mifflin
17098,Williamstown,PA,restaurants,0,0,0,0,0,0,0,0,40.58,-76.61,Williamstown
17098,Williamstown,PA,shopping,0,0,0,0,0,0,0,0,40.58,-76.61,Williamstown
17098,Williamstown,PA,localservices,0,0,0,0,0,0,0,0,40.57222,-76.64772,Williamstown
17268,Waynesboro,PA,restaurants,13,195,12,295,1,18,0,0,39.75282703014846,-77.5658272003411,Waynesboro
17268,Waynesboro,PA,shopping,4,5,8,22,1,1,0,0,39.7488951369988,-77.56125246618338,Waynesboro
17268,Waynesboro,PA,localservices,0,0,0,0,0,0,0,0,39.757775173457006,-77.56310504011888,Waynesboro
17365,Wellsville,PA,restaurants,1,6,2,22,0,0,0,0,40.07081227914684,-76.9230487028271,Wellsville
17365,Wellsville,PA,shopping,0,0,1,3,0,0,0,0,40.0499688,-76.9339973,Wellsville
17365,Wellsville,PA,localservices,0,0,0,0,0,0,0,0,40.05,-76.94,Wellsville
17366,Windsor,PA,restaurants,1,8,0,0,0,0,0,0,39.91508,-76.580412,Windsor
17366,Windsor,PA,shopping,0,0,0,0,0,0,0,0,39.91,-76.58,Windsor
17366,Windsor,PA,localservices,0,0,0,0,0,0,0,0,39.91485,-76.58363,Windsor
17772,Turbotville,PA,restaurants,2,4,0,0,0,0,0,0,41.109981,-76.76687133333333,Turbotville
17772,Turbotville,PA,shopping,0,0,0,0,0,0,0,0,41.13399030096345,-76.87880342314071,Turbotville
17772,Turbotville,PA,localservices,0,0,0,0,0,0,0,0,41.1,-76.76,Turbotville
17812,Beaver Springs,PA,restaurants,0,0,1,2,0,0,0,0,40.748556565307595,-77.20973297192384,Beaver Springs
17812,Beaver Springs,PA,shopping,0,0,0,0,0,0,0,0,40.7478449885254,-77.20973982812501,Beaver Springs
17812,Beaver Springs,PA,localservices,0,0,0,0,0,0,0,0,40.74,-77.22,Beaver Springs
17815,Bloomsburg,PA,restaurants,25,417,21,835,1,16,0,0,41.01076951480624,-76.44862330392705,Bloomsburg
17815,Bloomsburg,PA,shopping,3,34,4,10,3,13,4,16,41.00775947232145,-76.4547850300042,Bloomsburg
17815,Bloomsburg,PA,localservices,0,0,1,5,0,0,1,3,41.004779845882545,-76.43420972596067,Bloomsburg
17846,Millville,PA,restaurants,1,5,1,3,0,0,0,0,41.11820666666666,-76.52834,Millville
17846,Millville,PA,shopping,0,0,0,0,0,0,0,0,41.12,-76.52,Millville
17846,Millville,PA,localservices,0,0,0,0,0,0,0,0,41.12,-76.52,Millville
17878,Stillwater,PA,restaurants,0,0,0,0,1,4,0,0,41.192,-76.30158,Stillwater
17878,Stillwater,PA,shopping,0,0,0,0,0,0,0,0,41.15,-76.36,Stillwater
17878,Stillwater,PA,localservices,0,0,0,0,0,0,0,0,41.15,-76.36,Stillwater
18103,Allentown,PA,restaurants,26,971,15,715,0,0,0,0,40.57148049032999,-75.49483959889699,Allentown
18103,Allentown,PA,shopping,6,59,22,144,2,6,1,6,40.5674375596509,-75.49426532921146,Allentown
18103,Allentown,PA,localservices,2,4,1,5,0,0,1,3,40.570607969258155,-75.48277325226987,Allentown
18428,Hawley,PA,restaurants,11,195,13,656,3,117,2,18,41.436511725362145,-75.13754954667904,Hawley
18428,Hawley,PA,shopping,1,9,2,6,2,21,1,2,41.46368694144739,-75.16443027461338,Hawley
18428,Hawley,PA,localservices,0,0,1,3,0,0,0,0,41.44026602429955,-75.15969533550945,Hawley
18451,Paupack,PA,restaurants,0,0,1,17,0,0,0,0,41.3952820999553,-75.243994984314,Paupack
18451,Paupack,PA,shopping,0,0,0,0,0,0,0,0,41.370022,-75.2531884,Paupack
18451,Paupack,PA,localservices,0,0,0,0,0,0,0,0,41.39,-75.19,Paupack
18517,Taylor,PA,restaurants,1,14,3,23,0,0,0,0,41.38274010084398,-75.71281880087723,Taylor
18517,Taylor,PA,shopping,0,0,1,4,0,0,0,0,41.395814750314244,-75.6943707580987,Taylor
18517,Taylor,PA,localservices,0,0,1,1,0,0,0,0,41.39119138471377,-75.70034568372476,Taylor
18519,Dickson City,PA,restaurants,6,70,20,837,0,0,0,0,41.46222042878281,-75.63683200031579,Scranton
18519,Dickson City,PA,shopping,3,23,19,107,7,27,0,0,41.461953965684096,-75.64037538642123,Scranton
18519,Dickson City,PA,localservices,0,0,1,8,0,0,0,0,41.45907265440662,-75.6369326855919,Scranton
18801,Montrose,PA,restaurants,2,11,2,30,0,0,0,0,41.830644867500276,-75.87117144319446,Montrose
