,range_of_agi,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence,zipcode
22702,21,920,39595,2540,38,16,0,128933,42189,45.857608695652175,72473
22703,21,2510,110929,7851,207,63,0,390799,119050,47.430278884462155,72476
22704,21,120,4754,393,0,0,0,12147,5147,42.891666666666666,72478
22705,21,490,25589,1213,59,15,0,93964,26876,54.84897959183674,72479
22706,21,370,11632,1728,18,3,0,37456,13381,36.16486486486487,72482
22707,21,9430,493738,35061,2284,555,404,1922417,532042,56.42014846235419,72501
22708,21,760,27288,5503,140,22,0,87566,32953,43.35921052631579,72512
22709,21,1010,41904,4319,141,28,0,151998,46392,45.932673267326734,72513
22710,21,120,4369,561,0,0,0,11363,4930,41.083333333333336,72517
22711,21,950,38380,6101,160,50,0,132917,44691,47.043157894736844,72519
22712,21,1740,71411,6614,202,52,0,246614,78279,44.987931034482756,72521
22713,21,160,6842,270,0,0,0,19556,7112,44.45,72522
22714,21,340,12523,713,0,6,0,39347,13242,38.94705882352941,72523
22715,21,150,6758,0,0,0,0,22945,6758,45.053333333333335,72524
22716,21,120,5040,222,0,0,0,14181,5262,43.85,72526
22717,21,260,9590,887,24,0,0,30537,10501,40.38846153846154,72527
22718,21,1530,61388,11971,359,56,0,210106,73774,48.218300653594774,72529
22719,21,670,28987,3423,128,39,0,100622,32577,48.62238805970149,72530
22720,21,270,11423,2021,47,12,0,36729,13503,50.01111111111111,72531
22721,21,540,21241,2320,45,17,0,70738,23623,43.74629629629629,72532
22722,21,110,3722,0,0,0,0,10180,3722,33.836363636363636,72533
22723,21,470,20736,870,59,20,0,74078,21685,46.138297872340424,72534
22724,21,170,6506,630,0,0,0,20518,7136,41.976470588235294,72536
22725,21,310,13294,2738,93,18,0,44902,16143,52.07419354838709,72537
22726,21,150,5166,879,0,0,0,15715,6045,40.3,72538
22727,21,170,6061,585,0,0,0,18765,6646,39.09411764705882,72539
22728,21,1380,50221,6633,157,51,0,175688,57062,41.34927536231884,72542
22729,21,5060,254453,30654,1730,366,94,978187,287297,56.77806324110672,72543
22730,21,250,10190,1536,0,0,0,32747,11726,46.904,72544
22731,21,330,14145,815,35,12,0,47018,15007,45.47575757575758,72550
22732,21,1000,34830,4522,68,25,0,114436,39445,39.445,72554
22733,21,1390,63751,7179,361,77,0,237200,71368,51.34388489208633,72556
22734,21,3310,132628,19568,673,112,28,470898,153009,46.22628398791541,72560
22735,21,310,13149,1572,38,17,0,44546,14776,47.66451612903226,72561
22736,21,800,33855,2702,78,31,0,115975,36666,45.8325,72562
22737,21,160,6329,511,0,0,0,20343,6840,42.75,72564
22738,21,290,9702,769,0,0,0,30723,10471,36.10689655172414,72565
22739,21,190,9154,487,0,0,0,32305,9641,50.742105263157896,72566
22740,21,120,3421,401,0,0,0,8938,3822,31.85,72567
22741,21,650,25554,1857,67,26,0,87557,27504,42.31384615384616,72568
22742,21,160,5196,416,0,0,0,14708,5612,35.075,72569
22743,21,140,7483,254,0,0,0,25769,7737,55.26428571428571,72571
22744,21,110,4898,269,0,0,0,13789,5167,46.972727272727276,72573
22745,21,1380,55228,6225,187,32,0,192719,61672,44.68985507246377,72576
22746,21,230,9147,714,22,0,0,30602,9883,42.969565217391306,72577
22747,21,570,25116,1785,87,19,0,88417,27007,47.38070175438597,72579
22748,21,420,20016,3304,93,27,0,70239,23440,55.80952380952381,72581
22749,21,560,22124,3040,59,15,0,73517,25238,45.06785714285714,72583
22750,21,180,6748,1137,0,0,0,21372,7885,43.80555555555556,72584
22751,21,11390,530957,45594,2788,624,303,1994065,580266,50.94521510096576,72601
22752,21,660,28011,2091,69,23,0,95925,30194,45.74848484848485,72611
22753,21,4320,178149,11608,719,177,84,650306,190737,44.15208333333333,72616
22754,21,780,32651,7028,226,40,0,108767,39945,51.21153846153846,72619
22755,21,240,10809,1898,48,7,0,35917,12762,53.175,72623
22756,21,170,6685,527,0,0,0,18383,7212,42.423529411764704,72624
22757,21,460,21372,3306,133,19,0,75263,24830,53.97826086956522,72626
22758,21,240,8703,1415,0,0,0,24240,10118,42.15833333333333,72628
22759,21,220,6774,590,0,0,0,21416,7364,33.472727272727276,72629
22760,21,1780,86953,17946,1212,154,0,324287,106265,59.699438202247194,72631
22761,21,2050,88229,10639,791,82,50,338008,99791,48.678536585365855,72632
22762,21,600,23731,2265,61,16,0,79937,26073,43.455,72633
22763,21,1910,78693,9909,376,69,0,273433,89047,46.621465968586385,72634
22764,21,1450,59918,5305,236,46,0,211049,65505,45.175862068965515,72635
22765,21,2840,107579,5614,276,124,0,371241,113593,39.9975352112676,72638
22766,21,160,4824,818,0,0,0,12797,5642,35.2625,72639
22767,21,140,4685,310,0,0,0,12993,4995,35.67857142857143,72640
22768,21,890,33398,5341,90,20,0,109611,38849,43.65056179775281,72641
22769,21,790,36346,8872,197,42,0,121516,45457,57.540506329113924,72642
22770,21,920,34690,5423,144,37,0,115480,40294,43.79782608695652,72644
22771,21,570,19178,3504,38,18,0,62749,22738,39.89122807017544,72645
22772,21,270,9503,835,0,0,0,30082,10338,38.28888888888889,72648
22773,21,1570,51649,6100,127,37,0,175486,57913,36.88726114649682,72650
22774,21,480,19119,3334,79,12,0,61369,22544,46.96666666666667,72651
22775,21,11610,587525,79880,3438,580,483,2253640,671906,57.87304048234281,72653
22776,21,160,4558,590,0,0,0,12145,5148,32.175,72655
22777,21,630,27149,5317,154,28,0,93112,32648,51.82222222222222,72658
22778,21,190,6850,278,0,0,0,22708,7128,37.51578947368421,72660
22779,21,220,9121,2395,45,5,0,27368,11566,52.57272727272727,72661
22780,21,1200,52583,4980,258,54,0,183704,57875,48.229166666666664,72662
22781,21,110,3537,299,0,0,0,9467,3836,34.872727272727275,72663
22782,21,110,3665,396,0,0,0,9547,4061,36.91818181818182,72666
22783,21,150,7445,1703,0,0,0,20685,9148,60.986666666666665,72668
22784,21,110,3576,0,0,0,0,10266,3576,32.50909090909091,72672
22785,21,500,17540,1958,25,9,0,56747,19532,39.064,72675
22786,21,250,6870,387,0,0,0,19704,7257,29.028,72677
22787,21,270,7618,0,0,0,0,19190,7618,28.214814814814815,72679
22788,21,290,9608,1660,0,0,0,29338,11268,38.855172413793106,72680
22789,21,230,9010,995,34,9,0,29933,10048,43.68695652173913,72682
22790,21,110,3686,0,0,0,0,10315,3686,33.50909090909091,72683
22791,21,500,18589,2161,44,10,0,61704,20804,41.608,72685
22792,21,2180,85784,13567,365,69,0,293277,99785,45.772935779816514,72687
22793,21,15090,968479,50009,8654,1153,1245,4131187,1029540,68.22664015904573,72701
22794,21,14430,1162106,57409,10326,1330,2800,5208143,1233971,85.51427581427582,72703
22795,21,11530,818757,32773,6635,1080,510,3514992,859755,74.56678230702515,72704
22796,21,23050,5996369,55515,24104,3920,143198,31352772,6223106,269.9829067245119,72712
22797,21,5870,411143,37100,4028,773,53,1693872,453097,77.1885860306644,72714
22798,21,7860,523625,79397,5723,1002,180,2083781,609927,77.59885496183206,72715
22799,21,310,12346,1102,17,0,0,40713,13465,43.435483870967744,72717
22800,21,1560,176935,5612,2217,352,73,805246,185189,118.71089743589744,72718
22801,21,5490,384099,9449,2903,670,113,1582177,397234,72.35591985428051,72719
22802,21,140,6282,386,0,0,0,18598,6668,47.628571428571426,72721
22803,21,1190,48637,1861,203,56,0,171046,50757,42.65294117647059,72722
22804,21,2350,109467,7342,529,138,0,394942,117476,49.98978723404255,72727
22805,21,110,4239,330,0,0,0,11546,4569,41.53636363636364,72729
22806,21,3990,237090,15937,1959,377,91,951432,255454,64.0235588972431,72730
22807,21,1860,111008,11291,1152,213,62,438340,123726,66.51935483870967,72732
22808,21,3190,154161,7750,886,236,30,574669,163063,51.11692789968652,72734
22809,21,2570,154277,6996,868,217,31,621715,162389,63.186381322957196,72736
22810,21,980,50531,3383,238,61,0,189522,54213,55.31938775510204,72738
22811,21,230,11508,191,52,11,0,40361,11762,51.13913043478261,72739
22812,21,3870,164101,12354,503,133,0,581775,177091,45.759948320413436,72740
22813,21,210,8014,1071,0,0,0,25594,9085,43.26190476190476,72742
22814,21,2000,85585,6304,334,76,0,302303,92299,46.1495,72744
22815,21,5450,322132,12544,2113,489,239,1278472,337517,61.9297247706422,72745
22816,21,3110,164250,7431,879,265,0,610497,172825,55.57073954983923,72751
22817,21,120,3223,347,0,0,0,8203,3570,29.75,72752
22818,21,3800,213210,13516,1363,301,112,838110,228502,60.1321052631579,72753
22819,21,17560,924909,50773,6582,1390,548,3663152,984202,56.04794988610478,72756
22820,21,17560,1647013,49346,17089,2451,1935,7502510,1717834,97.8265375854214,72758
22821,21,120,4302,0,0,0,0,11427,4302,35.85,72760
22822,21,9100,457887,23725,2752,593,192,1780866,485149,53.31307692307692,72761
22823,21,16940,1136763,48711,9348,1694,1487,4782501,1198003,70.72036599763872,72762
22824,21,22860,1051428,42063,5865,1199,902,4067561,1101457,48.182720909886264,72764
22825,21,430,15483,747,61,13,0,53228,16304,37.91627906976744,72768
22826,21,380,17492,771,68,15,0,62653,18346,48.27894736842105,72769
22827,21,470,19148,1387,52,13,0,64144,20600,43.829787234042556,72773
22828,21,2730,135351,11531,676,189,15,503584,147762,54.12527472527473,72774
22829,21,190,6873,440,0,0,0,21624,7313,38.48947368421052,72776
22830,21,6240,245068,22911,1004,238,89,886881,269310,43.15865384615385,72801
22831,21,8840,553958,43879,3790,848,289,2236834,602764,68.18597285067874,72802
22832,21,590,22269,2257,45,10,0,75008,24581,41.66271186440678,72821
22833,21,2410,98574,9096,305,106,0,341703,108081,44.84688796680498,72823
22834,21,580,20624,1633,28,9,0,66078,22294,38.43793103448276,72824
22835,21,5900,244248,19125,814,227,78,876653,264492,44.82915254237288,72830
22836,21,310,10771,1081,0,0,0,32994,11852,38.23225806451613,72832
22837,21,1790,69228,5453,220,71,0,245430,74972,41.88379888268157,72833
22838,21,3970,171993,14412,680,209,90,612933,187384,47.2,72834
22839,21,310,12926,1001,34,6,0,42667,13967,45.05483870967742,72835
22840,21,3120,159845,14089,829,242,35,611456,175040,56.1025641025641,72837
22841,21,760,25943,2321,37,11,0,82294,28312,37.252631578947366,72840
22842,21,470,17552,1863,29,8,0,56978,19452,41.38723404255319,72842
22843,21,810,35125,2749,97,45,0,124364,38016,46.93333333333333,72843
22844,21,460,21541,2406,79,26,0,75259,24052,52.28695652173913,72845
22845,21,1450,68498,5612,259,56,0,244825,74425,51.327586206896555,72846
22846,21,1030,52320,6384,199,54,0,191504,58957,57.23980582524272,72847
22847,21,270,11745,1250,35,0,0,41604,13030,48.25925925925926,72851
22848,21,690,26698,1980,52,22,0,89277,28752,41.6695652173913,72853
22849,21,230,8431,1125,0,0,0,24020,9556,41.54782608695652,72854
22850,21,2410,98777,8674,285,91,0,344421,107827,44.74149377593361,72855
22851,21,150,5067,440,0,0,0,14045,5507,36.71333333333333,72856
22852,21,440,17245,2129,25,13,0,54987,19412,44.11818181818182,72857
22853,21,1430,72026,4895,319,109,0,264908,77349,54.09020979020979,72858
22854,21,140,4793,259,0,0,0,13052,5052,36.08571428571429,72860
22855,21,680,30066,2441,66,22,0,102439,32595,47.93382352941177,72863
22856,21,480,21359,1429,29,11,0,70981,22828,47.55833333333333,72865
22857,21,7940,310490,16184,1064,241,317,1150203,328296,41.347103274559196,72901
22858,21,10700,743414,44919,5376,1006,2457,3182963,797172,74.50205607476636,72903
22859,21,8560,243229,11691,350,197,0,780669,255467,29.84427570093458,72904
22860,21,6020,356229,21243,2465,572,386,1451350,380895,63.271594684385384,72908
22861,21,3970,347106,18994,3465,662,202,1528677,370429,93.30705289672544,72916
22862,21,5510,279555,20777,1687,445,62,1067103,302526,54.9049001814882,72921
22863,21,1940,80090,6067,241,105,0,280065,86503,44.58917525773196,72923
22864,21,160,5872,663,0,0,0,16315,6535,40.84375,72926
22865,21,3080,119078,12193,402,134,0,417414,131807,42.79448051948052,72927
22866,21,270,9802,1158,0,0,0,31415,10960,40.592592592592595,72928
22867,21,190,8317,949,17,7,0,27064,9290,48.89473684210526,72930
22868,21,600,25346,2213,84,25,0,88008,27668,46.11333333333334,72932
22869,21,1900,97291,9047,398,132,0,360652,106868,56.246315789473684,72933
22870,21,290,11313,491,21,0,0,37564,11825,40.775862068965516,72934
22871,21,150,5437,259,0,0,0,15545,5696,37.973333333333336,72935
22872,21,6040,339772,27555,2229,600,66,1313696,370222,61.29503311258278,72936
22873,21,1410,67267,5966,256,88,0,243621,73577,52.1822695035461,72937
22874,21,420,16641,2182,32,16,0,54296,18871,44.930952380952384,72938
22875,21,870,38627,3699,127,53,0,132839,42506,48.85747126436782,72940
22876,21,2100,106762,9241,649,194,0,397975,116846,55.64095238095238,72941
22877,21,910,34598,3600,89,26,0,116773,38313,42.1021978021978,72943
22878,21,1030,47539,3632,184,60,0,168489,51415,49.91747572815534,72944
22879,21,160,4859,639,0,0,0,13020,5498,34.3625,72945
22880,21,1290,55318,5496,216,57,0,194047,61087,47.35426356589147,72946
22881,21,1430,61739,5804,168,54,0,217146,67765,47.38811188811189,72947
22882,21,170,7034,385,0,0,0,22804,7419,43.641176470588235,72948
22883,21,3700,164678,17240,512,159,19,586882,182608,49.35351351351351,72949
22884,21,120,4342,526,0,0,0,11518,4868,40.56666666666667,72950
22885,21,410,17035,1094,30,13,0,56231,18172,44.321951219512194,72951
22886,21,940,44119,3643,209,63,0,160577,48034,51.1,72952
22887,21,180,5958,583,0,0,0,16666,6541,36.33888888888889,72955
22888,21,13160,608004,41865,2893,834,272,2259315,653868,49.68601823708207,72956
22889,21,2640,93412,8942,138,54,0,310346,102546,38.84318181818182,72958
22890,21,1020,44442,3943,113,38,0,152803,48536,47.5843137254902,72959
22891,21,370,19291,1105,46,0,0,67500,20442,55.24864864864865,73002
22892,21,10120,718751,47411,8322,296,1147,2998490,775927,76.67262845849802,73003
22893,21,360,21399,1177,88,0,0,78148,22664,62.955555555555556,73004
22894,21,3250,134553,15767,274,40,0,461664,150634,46.34892307692308,73005
22895,21,1380,59099,7583,197,0,0,197288,66879,48.46304347826087,73006
22896,21,1100,168291,6146,2566,37,577,834252,177617,161.47,73007
22897,21,8990,373152,32696,2397,123,90,1321306,408458,45.43470522803115,73008
22898,21,550,25247,2075,60,0,0,87840,27382,49.78545454545455,73009
22899,21,7990,496865,44689,5437,254,145,1951090,547390,68.50938673341678,73010
22900,21,120,5690,522,0,0,0,18633,6212,51.766666666666666,73011
22901,21,15250,1544954,68158,26260,771,2149,6927939,1642292,107.69127868852459,73012
22902,21,22660,2333746,125744,36805,992,4634,10623731,2501921,110.41134157105031,73013
22903,21,610,43931,2281,158,0,0,163614,46370,76.01639344262296,73014
22904,21,1000,41159,4016,74,0,0,137761,45249,45.249,73015
22905,21,750,54424,2993,470,19,0,219196,57906,77.208,73016
22906,21,620,26542,2171,68,0,0,89407,28781,46.420967741935485,73017
22907,21,7080,358728,23038,1807,141,401,1359247,384115,54.253531073446325,73018
22908,21,10310,702252,99308,9258,378,188,2746104,811384,78.69873908826382,73020
22909,21,130,6089,539,0,0,0,19982,6628,50.98461538461538,73021
22910,21,250,11465,490,35,0,0,38923,11990,47.96,73024
22911,21,5780,804897,35635,14542,366,1530,3827244,856970,148.26470588235293,73025
22912,21,4830,357847,37068,4199,151,173,1444035,399438,82.69937888198758,73026
22913,21,400,19121,1218,81,0,0,65819,20420,51.05,73027
22914,21,1340,71212,5122,411,20,0,258865,76765,57.28731343283582,73028
22915,21,630,29231,3183,76,0,0,99514,32490,51.57142857142857,73029
22916,21,1940,95712,7613,336,22,0,348004,103683,53.44484536082474,73030
22917,21,140,4317,0,0,0,0,11600,4317,30.835714285714285,73033
22918,21,18640,2049056,114366,31178,738,3224,9402932,2198562,117.94860515021459,73034
22919,21,7250,374103,28513,2334,104,483,1393248,405537,55.93613793103448,73036
22920,21,730,31915,3875,60,0,0,105906,35850,49.10958904109589,73038
22921,21,620,37515,2435,44,0,295,127803,40289,64.98225806451613,73040
22922,21,120,5103,169,0,0,0,14463,5272,43.93333333333333,73041
22923,21,380,17748,1673,32,0,0,58909,19453,51.19210526315789,73042
22924,21,9440,507831,43320,3641,255,158,1949690,555205,58.814088983050844,73044
22925,21,4740,260013,33415,2074,154,30,952515,295686,62.381012658227846,73045
22926,21,1340,75626,4270,331,23,0,291881,80250,59.88805970149254,73047
22927,21,830,49414,2950,167,24,0,185617,52555,63.31927710843374,73048
22928,21,2710,203912,14915,2686,80,148,867569,221741,81.82324723247233,73049
22929,21,220,6255,609,0,0,0,19524,6864,31.2,73050
22930,21,2740,116335,12460,617,44,0,405180,129456,47.246715328467154,73051
22931,21,2400,132424,7302,572,18,72,504384,140388,58.495,73052
22932,21,270,12538,817,0,0,0,41838,13355,49.46296296296296,73053
22933,21,1790,103880,8145,866,33,23,409134,112947,63.09888268156425,73054
22934,21,3740,211105,19967,1216,68,181,802622,232537,62.17566844919786,73055
22935,21,180,8921,584,0,0,0,28768,9505,52.80555555555556,73056
22936,21,870,40999,2684,133,5,0,147884,43821,50.36896551724138,73057
22937,21,130,8340,363,0,0,0,31571,8703,66.94615384615385,73058
22938,21,1140,61307,5557,204,9,0,223398,67077,58.839473684210525,73059
22939,21,650,36880,3025,228,8,0,136034,40141,61.755384615384614,73061
22940,21,470,18440,1712,38,0,0,58479,20190,42.95744680851064,73062
22941,21,300,15824,1263,38,0,0,56983,17125,57.083333333333336,73063
22942,21,10460,706124,60301,7949,296,460,2817498,775130,74.10420650095602,73064
22943,21,3840,257888,22496,3482,105,193,1047807,284164,74.00104166666667,73065
22944,21,330,14510,2365,109,0,0,46768,16984,51.46666666666667,73066
22945,21,730,36053,3211,145,0,0,125514,39409,53.984931506849314,73067
22946,21,4940,235997,22606,1647,85,50,855739,260385,52.709514170040485,73068
22947,21,10040,584645,46616,5637,174,428,2335337,637500,63.49601593625498,73069
22948,21,16680,862582,65373,8858,453,371,3328891,937637,56.21324940047962,73071
22949,21,17780,1645815,115376,21728,515,3637,7305772,1787071,100.51017997750282,73072
22950,21,260,13956,641,44,0,0,49470,14641,56.31153846153846,73073
22951,21,450,21599,1613,71,0,0,74518,23283,51.74,73074
22952,21,3700,184119,14971,727,33,110,688060,199960,54.043243243243246,73075
22953,21,2830,156305,10069,732,27,34,572737,167167,59.069611307420494,73077
22954,21,4480,366718,20143,5485,192,307,1553808,392845,87.68861607142857,73078
22955,21,250,14377,1261,58,0,0,49764,15696,62.784,73079
22956,21,3920,214826,19737,1614,94,78,818090,236349,60.29311224489796,73080
22957,21,1000,43917,4972,147,0,0,152107,49036,49.036,73082
22958,21,2850,91184,12530,470,38,0,309340,104222,36.56912280701754,73084
22959,21,3460,172934,16411,577,49,66,642654,190037,54.923988439306356,73086
22960,21,5670,408163,35798,4811,193,201,1639750,449166,79.21798941798941,73089
22961,21,390,22802,2040,88,0,0,79108,24930,63.92307692307692,73090
22962,21,320,13482,1335,0,0,0,43091,14817,46.303125,73092
22963,21,1370,105947,6717,1062,47,55,445559,113828,83.08613138686131,73093
22964,21,750,37937,3306,146,6,0,136338,41395,55.193333333333335,73095
22965,21,5350,315526,21306,2703,190,387,1262625,340112,63.57233644859813,73096
22966,21,210,12802,1060,107,0,0,47536,13969,66.51904761904763,73097
22967,21,1580,76333,7469,214,16,0,274886,84032,53.18481012658228,73098
22968,21,32730,2118090,147021,24706,1136,1066,8421123,2292019,70.02807821570424,73099
22969,21,970,157743,2275,1466,7,1516,760784,163007,168.04845360824743,73102
22970,21,2270,242768,5595,2333,43,441,1051967,251180,110.65198237885463,73103
22971,21,1360,106183,2950,889,23,118,459972,110163,81.00220588235294,73104
22972,21,2570,111350,11287,816,47,89,426555,123589,48.08910505836576,73105
22973,21,4470,203797,5915,1424,46,177,795361,211359,47.283892617449666,73106
22974,21,10750,434745,19731,2303,108,73,1570779,456960,42.50790697674419,73107
22975,21,4560,124862,2882,157,0,0,382270,127901,28.048464912280703,73108
22976,21,6560,189407,8793,266,15,0,586995,198481,30.25625,73109
22977,21,14250,549209,69626,2274,218,291,1865854,621618,43.62231578947368,73110
22978,21,4470,132304,20199,770,55,0,453901,153328,34.30156599552573,73111
22979,21,14400,738579,46205,5895,218,1222,2902058,792119,55.00826388888889,73112
22980,21,7640,273589,14276,1291,108,167,985876,289431,37.8836387434555,73114
22981,21,8870,335587,47185,1156,72,0,1093252,384000,43.291995490417136,73115
22982,21,4850,900020,21691,13854,134,5939,4538684,941638,194.15216494845362,73116
22983,21,2070,58486,6438,281,18,0,194685,65223,31.508695652173913,73117
22984,21,6440,462993,19154,5460,97,682,2021619,488386,75.83633540372671,73118
22985,21,10300,296234,12432,289,56,0,912246,309011,30.00106796116505,73119
22986,21,17640,1380272,76082,16534,469,3935,6088773,1477292,83.74671201814058,73120
22987,21,1490,128781,13703,1330,70,216,592245,144100,96.71140939597315,73121
22988,21,5570,237247,18905,1605,63,41,859191,257861,46.29461400359067,73122
22989,21,9450,337957,24467,1749,104,222,1177366,364499,38.571322751322754,73127
22990,21,2410,130227,7895,1444,63,10,503949,139639,57.94149377593361,73128
22991,21,6350,174708,7511,185,17,0,538580,182421,28.72771653543307,73129
22992,21,9420,516459,82525,5056,288,211,1923259,604539,64.17611464968152,73130
22993,21,1280,197547,8769,3315,43,567,943689,210241,164.25078125,73131
22994,21,12300,603904,53603,5569,302,285,2287624,663663,53.95634146341463,73132
22995,21,3000,186044,12742,1466,59,195,745537,200506,66.83533333333334,73134
22996,21,9160,403818,54007,3271,207,0,1428320,461303,50.36058951965065,73135
22997,21,7580,312055,33350,2140,118,83,1103824,347746,45.87678100263852,73139
22998,21,1030,38964,4747,258,12,0,133777,43981,42.7,73141
22999,21,7040,865417,31989,13584,233,3106,4083302,914329,129.8762784090909,73142
23000,21,1270,46683,1888,152,0,0,148726,48723,38.36456692913386,73145
23001,21,1980,64213,4369,227,8,0,209735,68817,34.75606060606061,73149
23002,21,2310,175143,26719,2788,98,76,710747,204824,88.66839826839826,73150
23003,21,740,137022,6468,2315,35,400,666859,146240,197.6216216216216,73151
23004,21,13510,557213,49215,3277,229,61,1935618,609995,45.15136935603257,73159
23005,21,25530,1315141,108817,13915,692,261,4906061,1438826,56.35824520172346,73160
23006,21,13780,913166,81420,12164,489,458,3734754,1007697,73.12750362844703,73162
23007,21,3130,242370,24810,4461,135,153,1014519,271929,86.87827476038339,73165
23008,21,1120,84565,5866,1404,35,35,350676,91905,82.05803571428571,73169
23009,21,18220,1312051,126988,21610,763,983,5418700,1462395,80.26317233809002,73170
23010,21,1400,150019,7034,3060,79,281,675652,160473,114.62357142857142,73173
23011,21,2680,187389,11619,3015,145,92,771206,202260,75.47014925373135,73179
23012,21,14220,741424,50977,5395,327,560,2880369,798683,56.16617440225035,73401
23013,21,460,25898,2632,116,0,0,90045,28646,62.27391304347826,73430
23014,21,420,16374,2082,30,0,0,53807,18486,44.01428571428571,73432
23015,21,970,43807,3841,121,0,0,155704,47769,49.24639175257732,73433
23016,21,240,11703,954,0,0,0,39237,12657,52.7375,73434
23017,21,1190,50409,3680,222,0,0,177816,54311,45.63949579831933,73438
23018,21,2880,134544,16983,791,54,47,479961,152419,52.92326388888889,73439
23019,21,120,4310,306,0,0,0,12202,4616,38.46666666666667,73440
23020,21,180,8517,201,0,0,0,28340,8718,48.43333333333333,73442
23021,21,1700,84614,5600,439,35,0,307682,90688,53.345882352941175,73443
23022,21,120,5035,247,0,0,0,14400,5282,44.016666666666666,73444
23023,21,3250,153753,10392,658,31,0,562586,164834,50.71815384615385,73446
23024,21,420,18043,1032,29,0,0,57062,19104,45.48571428571429,73447
23025,21,2550,112908,8743,470,16,81,400202,122218,47.92862745098039,73448
23026,21,1080,46471,4167,200,15,0,162418,50853,47.08611111111111,73449
23027,21,470,19659,1691,42,0,0,66070,21392,45.51489361702128,73450
23028,21,270,16275,1142,57,0,0,56315,17474,64.71851851851852,73453
23029,21,250,8720,459,0,0,0,25133,9179,36.716,73455
23030,21,750,31027,1901,110,0,0,107940,33038,44.050666666666665,73456
23031,21,400,20806,1639,139,0,0,75700,22584,56.46,73458
23032,21,700,28688,1846,90,0,0,93467,30624,43.74857142857143,73459
23033,21,1610,72589,6938,236,20,0,258269,79783,49.55465838509317,73460
23034,21,270,10769,688,0,0,0,35833,11457,42.43333333333333,73461
23035,21,1290,53458,4154,227,0,0,186039,57839,44.83643410852713,73463
23036,21,340,14506,717,48,0,0,48979,15271,44.91470588235294,73481
23037,21,340,21357,636,71,0,0,78479,22064,64.89411764705882,73491
23038,21,6190,247437,29138,1015,66,56,859147,277712,44.86462035541196,73501
23039,21,2600,96948,1705,279,31,0,302392,98963,38.06269230769231,73503
23040,21,19670,916229,123845,5928,443,390,3357687,1046835,53.2198779867819,73505
23041,21,8880,437517,61486,2979,205,118,1622602,502305,56.56587837837838,73507
23042,21,8120,414086,47427,1718,190,99,1472025,463520,57.083743842364534,73521
23043,21,860,41366,5282,155,11,0,142276,46814,54.43488372093023,73526
23044,21,2260,123306,15603,1010,59,0,457455,139978,61.93716814159292,73527
23045,21,290,13905,1351,43,0,0,46638,15299,52.755172413793105,73528
23046,21,1780,82320,7929,271,14,0,293809,90534,50.86179775280899,73529
23047,21,160,6203,318,0,0,0,18901,6521,40.75625,73530
23048,21,150,7507,597,0,0,0,21719,8104,54.026666666666664,73531
23049,21,230,13659,1033,57,0,0,49806,14749,64.12608695652175,73532
23050,21,10430,551391,49440,2992,176,337,2101244,604336,57.94209012464046,73533
23051,21,170,6341,821,0,0,0,20258,7162,42.129411764705885,73537
23052,21,2620,148086,16778,1336,102,0,548512,166302,63.47404580152672,73538
23053,21,190,8496,949,0,0,0,27170,9445,49.71052631578947,73540
23054,21,1310,68087,9158,407,28,0,240850,77680,59.29770992366412,73541
23055,21,1520,63388,5611,181,23,0,216863,69203,45.52828947368421,73542
23056,21,740,31941,4334,144,0,0,104756,36419,49.214864864864865,73543
23057,21,380,12389,1687,0,0,0,36781,14076,37.04210526315789,73546
23058,21,430,18917,2963,48,0,0,60899,21928,50.9953488372093,73547
23059,21,170,8090,1252,0,0,0,23236,9342,54.95294117647059,73548
23060,21,110,4860,691,0,0,0,13468,5551,50.46363636363636,73549
23061,21,740,33307,2661,38,0,0,117457,36006,48.65675675675676,73550
23062,21,550,25779,3559,93,0,0,85621,29431,53.51090909090909,73552
23063,21,1210,46081,6090,117,26,0,159687,52314,43.23471074380165,73554
23064,21,200,12459,1888,147,0,0,46102,14494,72.47,73557
23065,21,160,5894,498,0,0,0,16409,6392,39.95,73559
23066,21,290,12295,941,30,0,0,40258,13266,45.744827586206895,73560
23067,21,270,11877,861,31,0,0,39261,12769,47.29259259259259,73562
23068,21,190,7419,874,0,0,0,20933,8293,43.64736842105263,73564
23069,21,290,11486,934,30,0,0,36210,12450,42.93103448275862,73565
23070,21,580,27796,2474,57,0,0,92443,30327,52.28793103448276,73566
23071,21,350,14951,2082,73,0,0,49702,17106,48.87428571428571,73567
23072,21,380,14159,1841,0,0,0,44759,16000,42.10526315789474,73568
23073,21,150,5603,414,0,0,0,17856,6017,40.11333333333334,73569
23074,21,400,15694,1545,49,0,0,51494,17288,43.22,73570
23075,21,1410,64705,6376,264,6,0,228702,71351,50.60354609929078,73572
23076,21,790,34144,2973,106,0,0,119207,37223,47.117721518987345,73573
23077,21,4130,207104,13325,1075,155,200,791377,221859,53.71888619854722,73601
23078,21,440,21373,1757,95,0,0,74177,23225,52.78409090909091,73620
23079,21,110,4494,0,0,0,0,13765,4494,40.85454545454545,73622
23080,21,600,26473,1592,29,0,0,87078,28094,46.82333333333333,73624
23081,21,170,7281,528,0,0,0,23742,7809,45.93529411764706,73625
23082,21,490,25383,1209,108,0,0,94156,26700,54.48979591836735,73626
