,range_of_agi,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence,zipcode
9481,21,14600,610550,61737,4987,340,90,2200075,677704,46.41808219178082,32277
9482,21,12760,539220,48757,3332,223,514,1977559,592046,46.39858934169279,32301
9483,21,22900,1051657,110321,8147,374,642,3882117,1171141,51.141528384279475,32303
9484,21,12350,258872,18222,646,32,0,828124,277772,22.49165991902834,32304
9485,21,8350,272237,40400,1383,177,0,908375,314197,37.62838323353294,32305
9486,21,11050,844879,102997,9689,196,1456,3464603,959217,86.80696832579186,32308
9487,21,14760,1255752,148730,18406,407,1360,5183645,1424655,96.52134146341463,32309
9488,21,6020,201075,26948,1026,56,0,674345,229105,38.05730897009967,32310
9489,21,9390,633728,63690,10170,324,297,2540694,708209,75.42161874334398,32311
9490,21,15400,1690575,155115,28244,504,3288,7450848,1877726,121.93025974025974,32312
9491,21,7430,583942,72098,8203,308,351,2345068,664902,89.48882907133243,32317
9492,21,1310,55305,7732,529,12,0,194605,63578,48.53282442748092,32320
9493,21,1820,79104,11932,405,5,0,272396,91446,50.245054945054946,32321
9494,21,1180,65545,9737,581,11,0,226587,75874,64.3,32322
9495,21,1720,66449,16968,302,36,0,221758,83755,48.69476744186046,32324
9496,21,10690,551616,66843,3910,204,41,1961660,622614,58.242656688493916,32327
9497,21,1390,108598,11483,1701,36,120,477078,121938,87.7251798561151,32328
9498,21,440,13433,2282,29,0,0,39960,15744,35.78181818181818,32330
9499,21,1580,63750,8413,284,23,0,215941,72470,45.86708860759494,32331
9500,21,820,20540,2958,69,16,0,67049,23583,28.759756097560974,32332
9501,21,5330,261210,41201,2219,138,75,961110,304843,57.193808630393995,32333
9502,21,690,30436,5400,109,0,0,97627,35945,52.094202898550726,32334
9503,21,550,27463,4220,158,0,0,94163,31841,57.89272727272727,32336
9504,21,3540,132537,18163,870,91,0,471206,151661,42.84209039548023,32340
9505,21,1520,54035,4319,525,51,0,197197,58930,38.76973684210526,32343
9506,21,4590,229750,33385,1742,57,111,832322,265045,57.74400871459695,32344
9507,21,740,47631,7546,706,10,194,181176,56087,75.79324324324324,32346
9508,21,3030,140227,14147,628,27,0,497363,155029,51.16468646864686,32347
9509,21,3940,170873,16423,980,88,26,611639,188390,47.81472081218274,32348
9510,21,570,25824,3093,121,0,0,86656,29038,50.94385964912281,32350
9511,21,6400,226557,31712,1348,130,85,791823,259832,40.59875,32351
9512,21,2560,93035,13325,644,102,0,328721,107106,41.83828125,32352
9513,21,200,11173,989,39,0,0,36917,12201,61.005,32355
9514,21,860,42967,7447,337,0,0,149436,50751,59.01279069767442,32358
9515,21,690,32154,6215,321,0,0,109331,38690,56.072463768115945,32359
9516,21,110,8001,1316,0,0,0,22652,9317,84.7,32361
9517,21,10440,436167,40523,2983,103,315,1625517,480091,45.98572796934866,32401
9518,21,1210,49805,2100,120,8,0,158248,52033,43.002479338842974,32403
9519,21,17470,791315,120545,4418,228,108,2701254,916614,52.467887807670294,32404
9520,21,13750,700539,82531,5276,168,378,2597781,788892,57.373963636363634,32405
9521,21,5990,337793,32299,3174,159,424,1302474,373849,62.412186978297164,32407
9522,21,8090,551075,53748,6002,276,862,2231635,611963,75.64437577255872,32408
9523,21,4110,221205,25657,1809,80,102,823377,248853,60.54817518248175,32409
9524,21,200,13085,2654,200,0,0,48120,15939,79.695,32410
9525,21,7230,473474,54996,5770,225,669,1925124,535134,74.01576763485477,32413
9526,21,940,38979,5246,251,0,0,128013,44476,47.314893617021276,32420
9527,21,1640,69177,7225,249,7,0,233684,76658,46.74268292682927,32421
9528,21,540,19948,3840,29,0,0,60409,23817,44.105555555555554,32423
9529,21,2290,99382,12272,433,14,0,340931,112101,48.95240174672489,32424
9530,21,4570,187989,23941,753,44,0,644732,212727,46.54857768052516,32425
9531,21,380,12313,1763,23,0,0,39164,14099,37.10263157894737,32426
9532,21,440,14282,1344,0,0,0,44234,15626,35.513636363636365,32427
9533,21,6090,273848,38529,1537,87,49,963590,314050,51.568144499178985,32428
9534,21,480,21687,2588,78,0,0,71015,24353,50.735416666666666,32430
9535,21,1990,76793,10399,216,17,0,254916,87425,43.9321608040201,32431
9536,21,5940,230826,31417,736,46,0,768750,263025,44.28030303030303,32433
9537,21,2880,128058,20720,633,22,25,445848,149458,51.89513888888889,32435
9538,21,270,10616,358,0,0,0,31708,10974,40.644444444444446,32437
9539,21,1420,48828,4622,104,0,0,156822,53554,37.71408450704225,32438
9540,21,4660,253405,29943,2102,112,57,947986,285619,61.291630901287554,32439
9541,21,2080,101827,11948,469,24,0,366653,114268,54.93653846153846,32440
9542,21,1520,66646,13629,190,12,0,221173,80477,52.945394736842104,32442
9543,21,1310,48467,11591,147,7,0,155841,60212,45.96335877862595,32443
9544,21,10260,643765,79694,5836,180,258,2450455,729733,71.12407407407407,32444
9545,21,540,19114,3271,29,0,0,59499,22414,41.507407407407406,32445
9546,21,3970,199608,30558,1438,56,66,729299,231726,58.36926952141058,32446
9547,21,430,28150,4528,223,0,0,105742,32901,76.5139534883721,32447
9548,21,3340,124321,17927,458,30,0,420157,142736,42.73532934131737,32448
9549,21,190,7242,614,0,0,0,20728,7856,41.34736842105263,32449
9550,21,1630,59671,8277,136,8,0,194187,68092,41.774233128834354,32455
9551,21,3460,218776,33680,3173,121,343,863232,256093,74.01531791907514,32456
9552,21,9110,1349360,56831,15881,416,6977,6278919,1429465,156.91163556531285,32459
9553,21,1670,69863,16336,147,10,0,221708,86356,51.710179640718565,32460
9554,21,1070,318826,10690,4750,96,2661,1619258,337023,314.97476635514016,32461
9555,21,1390,55344,7445,147,6,0,183457,62942,45.28201438848921,32462
9556,21,140,5460,1345,0,0,0,14551,6805,48.607142857142854,32463
9557,21,1410,57479,8266,158,17,0,191445,65920,46.751773049645394,32464
9558,21,2290,97514,11620,419,15,0,328779,109568,47.84628820960699,32465
9559,21,2680,108682,12449,409,23,0,362799,121563,45.359328358208955,32466
9560,21,4220,227395,19528,2198,41,301,921158,249463,59.114454976303314,32501
9561,21,1700,146634,8908,1516,17,428,647379,157503,92.64882352941177,32502
9562,21,14790,947576,90339,8337,204,1321,3787566,1047777,70.84361054766734,32503
9563,21,11040,691809,82358,5371,156,531,2735103,780225,70.6725543478261,32504
9564,21,11540,357951,38724,1577,68,144,1240367,398464,34.52894280762565,32505
9565,21,15840,669126,108611,2964,253,232,2247139,781186,49.31729797979798,32506
9566,21,13900,948090,117759,8413,346,1067,3810010,1075675,77.38669064748201,32507
9567,21,1070,31301,1181,82,0,0,98127,32564,30.433644859813086,32508
9568,21,18560,877080,117090,5478,262,465,3171793,1000375,53.8995150862069,32514
9569,21,18240,912246,134584,5931,390,207,3255886,1053358,57.749890350877195,32526
9570,21,240,10763,2328,55,0,0,34446,13146,54.775,32530
9571,21,2630,138837,21654,797,40,7,490287,161335,61.344106463878326,32531
9572,21,13050,777979,95284,5683,346,140,2885649,879432,67.38942528735632,32533
9573,21,7540,316939,43584,1609,126,15,1092426,362273,48.046816976127324,32534
9574,21,1710,74023,8137,265,10,0,251466,82435,48.207602339181285,32535
9575,21,12500,687967,118936,4986,382,149,2456901,812420,64.9936,32536
9576,21,11540,533762,81469,2522,170,31,1815762,617954,53.54887348353553,32539
9577,21,9430,1020318,66962,15108,310,3958,4655090,1106656,117.35482502651114,32541
9578,21,1360,48310,1654,152,4,0,149802,50120,36.85294117647059,32542
9579,21,950,28156,0,0,0,0,82454,28156,29.637894736842107,32544
9580,21,16620,783927,111649,4959,179,343,2779981,901057,54.21522262334537,32547
9581,21,11140,566821,73075,4702,143,358,2099164,645099,57.90834829443447,32548
9582,21,4170,659340,49131,9667,246,3095,3104146,721479,173.01654676258994,32550
9583,21,4370,605622,45460,9558,186,1076,2809460,661902,151.46498855835242,32561
9584,21,11740,870395,95452,10331,335,584,3529371,977097,83.22802385008518,32563
9585,21,1250,57157,7334,203,7,0,193031,64701,51.7608,32564
9586,21,2330,128228,13478,548,23,50,457353,142327,61.08454935622318,32565
9587,21,18310,1126044,161894,10939,550,285,4219316,1299712,70.98372474057892,32566
9588,21,1610,78364,12298,415,10,0,274819,91087,56.575776397515526,32567
9589,21,1310,67280,7585,254,26,0,234530,75145,57.36259541984733,32568
9590,21,6050,307467,45380,1955,90,71,1092629,354963,58.671570247933886,32569
9591,21,13240,643816,92820,3264,222,90,2230354,740212,55.90725075528701,32570
9592,21,15490,957561,111661,6677,321,264,3585380,1076484,69.49541639767592,32571
9593,21,2270,132848,15699,872,24,29,498031,149472,65.84669603524229,32577
9594,21,15900,1234416,219772,15122,387,678,4883056,1470375,92.47641509433963,32578
9595,21,5480,378512,74957,4250,75,220,1441636,458014,83.57919708029198,32579
9596,21,2050,116962,22753,1093,26,26,414219,140860,68.71219512195123,32580
9597,21,9850,508768,65425,3029,184,154,1821969,577560,58.63553299492386,32583
9598,21,6730,264255,14653,1761,82,299,971189,281050,41.76077265973254,32601
9599,21,1050,50024,2957,457,0,25,192574,53463,50.917142857142856,32603
9600,21,11750,882788,89919,9495,227,1480,3500574,983909,83.73693617021277,32605
9601,21,11010,814902,84349,10490,332,586,3236600,910659,82.71198910081743,32606
9602,21,12950,691128,45168,8535,147,611,2755863,745589,57.574440154440154,32607
9603,21,20040,1358154,92624,18649,501,1421,5596513,1471349,73.42060878243512,32608
9604,21,7670,264802,24912,1414,221,0,896990,291349,37.98552803129074,32609
9605,21,6460,394176,40356,5243,172,124,1525907,440071,68.12244582043344,32615
9606,21,970,42312,5195,421,0,0,150570,47928,49.41030927835052,32616
9607,21,1740,76654,8015,682,16,0,270965,85367,49.061494252873565,32617
9608,21,2970,146326,17472,1472,98,29,527770,165397,55.689225589225586,32618
9609,21,1970,84300,10796,480,6,0,278880,95582,48.518781725888324,32619
9610,21,2100,72668,8299,245,17,0,235939,81229,38.68047619047619,32621
9611,21,570,30614,3614,158,0,0,109479,34386,60.32631578947368,32622
9612,21,650,36250,6038,743,0,0,134703,43031,66.20153846153846,32625
9613,21,2810,109260,15310,597,18,0,366538,125185,44.54982206405694,32626
9614,21,1460,57595,7952,207,0,0,194572,65754,45.036986301369865,32628
9615,21,230,16209,2889,339,0,0,57258,19437,84.50869565217391,32631
9616,21,120,5036,485,0,0,0,13289,5521,46.00833333333333,32639
9617,21,4160,176530,29579,1488,99,0,608004,207696,49.926923076923075,32640
9618,21,5630,163468,22552,888,378,0,548732,187286,33.26571936056838,32641
9619,21,4660,258363,28974,2722,81,29,954574,290169,62.26802575107296,32643
9620,21,140,5775,516,73,0,0,18941,6364,45.457142857142856,32648
9621,21,6490,490462,49698,7120,178,442,1972913,547900,84.42218798151002,32653
9622,21,5820,266782,37154,1882,63,40,919424,305921,52.56374570446735,32656
9623,21,230,9135,1285,73,0,0,28798,10493,45.62173913043478,32658
9624,21,280,15085,1978,101,0,0,50829,17164,61.3,32664
9625,21,2580,141806,20572,1528,18,104,517965,164028,63.57674418604651,32666
9626,21,1680,114407,14386,1325,27,130,449795,130275,77.54464285714286,32667
9627,21,2130,100269,11603,1107,25,112,367395,113116,53.10610328638498,32668
9628,21,6330,476819,38805,7376,189,597,1940334,523786,82.74660347551342,32669
9629,21,3010,114216,17310,430,24,0,376084,131980,43.84717607973422,32680
9630,21,250,8627,793,34,0,0,27170,9454,37.816,32681
9631,21,1800,148436,8502,1654,24,146,646088,158762,88.20111111111112,32686
9632,21,130,8163,2167,151,0,0,27225,10481,80.62307692307692,32692
9633,21,4430,187992,22148,991,54,68,646392,211253,47.68690744920993,32693
9634,21,800,35356,3875,316,0,0,122174,39547,49.43375,32694
9635,21,5180,229722,25304,1490,136,214,810263,256866,49.588030888030886,32696
9636,21,130,5446,444,0,0,0,15420,5890,45.30769230769231,32697
9637,21,11550,534839,35369,3689,183,154,1998021,574234,49.717229437229435,32701
9638,21,1390,61861,10217,443,6,0,218050,72527,52.17769784172662,32702
9639,21,22650,1002556,50035,8192,533,218,3734496,1061534,46.866843267108166,32703
9640,21,17770,822074,54343,6144,269,147,3005956,882977,49.689195272931904,32707
9641,21,21750,1522992,104301,19437,464,744,6202988,1647938,75.7672643678161,32708
9642,21,1110,52659,4553,414,7,0,188263,57633,51.92162162162162,32709
9643,21,20820,1270291,83414,16224,614,667,5077271,1371210,65.86023054755043,32712
9644,21,9770,588859,63692,7239,255,231,2248430,660276,67.58198567041966,32713
9645,21,18540,871269,42166,6430,315,311,3289123,920491,49.64892125134843,32714
9646,21,13360,646126,71180,7051,183,222,2421596,724762,54.248652694610776,32720
9647,21,15920,882233,103386,10543,279,1283,3358057,997724,62.67110552763819,32724
9648,21,21800,866980,76150,6160,436,113,3024213,949839,43.57059633027523,32725
9649,21,9020,411642,38045,3460,143,92,1485959,453382,50.26407982261641,32726
9650,21,2800,106779,9491,733,24,0,377582,117027,41.79535714285714,32730
9651,21,2480,176764,13427,2533,48,130,724732,192902,77.78306451612903,32732
9652,21,2310,118289,16507,975,40,0,415455,135811,58.792640692640695,32735
9653,21,4560,312757,24188,4445,112,263,1280219,341765,74.9484649122807,32736
9654,21,20290,799644,62462,5270,440,17,2785914,867833,42.771463775258745,32738
9655,21,1690,75995,9160,763,11,0,269596,85929,50.84556213017751,32744
9656,21,20440,1849729,94101,26796,575,1816,7876061,1973017,96.52725048923679,32746
9657,21,11560,660640,42077,6430,220,256,2538813,709623,61.38607266435986,32750
9658,21,9860,1053710,42484,14425,165,1866,4582809,1112650,112.84482758620689,32751
9659,21,5140,272411,33206,2451,44,80,994558,308192,59.95953307392996,32754
9660,21,11980,871449,91171,11748,282,844,3523925,975494,81.42687813021703,32757
9661,21,1180,50926,7958,731,7,0,178603,59622,50.5271186440678,32759
9662,21,9850,418713,47064,2648,134,89,1468889,468648,47.5784771573604,32763
9663,21,1500,83992,7345,1010,19,0,320205,92366,61.577333333333335,32764
9664,21,26780,1948861,120928,25686,626,1002,7959019,2097103,78.30855115758028,32765
9665,21,6930,642975,34658,11330,236,321,2778452,689520,99.4978354978355,32766
9666,21,1050,35026,3783,146,0,0,113041,38955,37.1,32767
9667,21,24210,1424421,76627,16961,544,812,5748608,1519365,62.75774473358116,32771
9668,21,14110,542142,28812,3280,190,88,1930373,574512,40.71665485471297,32773
9669,21,5420,340996,23824,4893,153,260,1362625,370126,68.2889298892989,32776
9670,21,9370,498252,75253,5922,156,642,1851977,580225,61.92369263607257,32778
9671,21,13410,1588959,75854,23407,381,3154,7088758,1691755,126.15622669649515,32779
9672,21,17370,884028,128890,7506,331,954,3219077,1021709,58.8203223949338,32780
9673,21,4690,225289,20263,1997,57,77,791586,247683,52.81087420042644,32784
9674,21,11210,2027515,55278,37201,299,9012,9860743,2129305,189.94692239072256,32789
9675,21,23060,1187931,88329,10846,341,640,4576681,1288087,55.85806591500434,32792
9676,21,8990,435389,60328,3084,103,271,1534023,499175,55.52558398220245,32796
9677,21,1530,60680,12314,331,4,0,200255,73329,47.92745098039216,32798
9678,21,8360,709854,20885,7066,200,646,3065279,738651,88.35538277511962,32801
9679,21,11470,853095,28511,10864,181,714,3610883,893365,77.88709677419355,32803
9680,21,9180,941427,30721,14833,102,2225,4240421,989308,107.7677559912854,32804
9681,21,9640,242592,20138,1063,191,0,851788,263984,27.384232365145227,32805
9682,21,13400,1048063,49126,13353,297,1240,4463411,1112079,82.99097014925373,32806
9683,21,16150,512118,26831,2017,405,0,1779649,541371,33.52142414860681,32807
9684,21,23500,600905,29608,1970,997,0,2092624,633480,26.95659574468085,32808
9685,21,14290,557820,21184,4769,393,588,2160726,584754,40.92050384884535,32809
9686,21,16330,602472,30423,3359,378,140,2182450,636772,38.99399877526026,32810
9687,21,19370,516380,19468,1514,410,23,1783036,537795,27.764326277749095,32811
9688,21,17270,874265,57183,9819,342,329,3372572,941938,54.54186450492183,32812
9689,21,4310,579436,17429,11398,181,950,2630305,609394,141.3907192575406,32814
9690,21,16030,749535,49994,6635,315,289,2817592,806768,50.32863381160325,32817
9691,21,22910,707477,45226,4562,1035,0,2559331,758300,33.09908336970755,32818
9692,21,14340,1258590,55897,19446,419,2531,5507552,1336883,93.22754532775453,32819
9693,21,4050,265787,16613,4182,171,104,1084405,286857,70.82888888888888,32820
9694,21,12650,462101,21933,2589,217,109,1634822,486949,38.49399209486166,32821
9695,21,28610,868690,48657,3072,601,45,2969742,921065,32.19381335197483,32822
9696,21,23520,944021,44335,10873,1166,75,3557484,1000470,42.536989795918366,32824
9697,21,28200,1252113,75769,12681,851,124,4672898,1341538,47.572269503546096,32825
9698,21,10620,395283,27178,2967,185,59,1412581,425672,40.08210922787194,32826
9699,21,6000,695064,27455,14933,328,994,3191077,738774,123.129,32827
9700,21,28550,1751034,92196,22906,961,676,6983723,1867773,65.42112084063048,32828
9701,21,9820,487095,22524,6553,339,117,1873570,516628,52.60977596741344,32829
9702,21,760,206441,1118,2003,70,236,990152,209868,276.1421052631579,32830
9703,21,11270,849168,34413,14827,545,393,3525128,899346,79.8,32832
9704,21,4410,252527,20779,3884,126,38,988329,277354,62.89206349206349,32833
9705,21,20830,1016275,40238,10619,630,509,3973512,1068271,51.28521363418147,32835
9706,21,9360,1126778,38357,21398,287,3322,5211493,1190142,127.15192307692308,32836
9707,21,25540,1215620,57514,12307,764,310,4646696,1286515,50.37255285826155,32837
9708,21,26080,765030,24987,3222,732,97,2765975,794068,30.44739263803681,32839
9709,21,10360,424433,54976,2967,129,121,1507478,482626,46.585521235521234,32901
9710,21,6840,677239,59769,12787,181,990,2943655,750966,109.79035087719298,32903
9711,21,14700,897996,95780,9439,323,407,3411700,1003945,68.29557823129252,32904
9712,21,11410,413842,47792,2162,91,40,1408305,463927,40.65968448729185,32905
9713,21,19620,820971,88927,4751,291,61,2832489,915001,46.63613659531091,32907
9714,21,5660,225087,19742,1517,80,0,777145,246426,43.53816254416961,32908
9715,21,15180,657009,71720,5405,286,38,2324259,734458,48.3832674571805,32909
9716,21,5390,311229,47202,3945,81,186,1197085,362643,67.28070500927643,32920
9717,21,6200,210691,21066,1860,46,153,765120,233816,37.71225806451613,32922
9718,21,570,29995,6082,222,11,0,99743,36310,63.70175438596491,32925
9719,21,10200,493693,56230,4149,159,89,1781137,554320,54.345098039215685,32926
9720,21,12360,578742,56030,3156,158,34,2005778,638120,51.627831715210355,32927
9721,21,7200,609100,84733,10778,163,986,2544284,705760,98.02222222222223,32931
9722,21,8570,647439,71431,8122,197,631,2602129,727820,84.92648774795799,32934
9723,21,20150,849321,94183,5227,207,203,2958741,949141,47.10377171215881,32935
9724,21,13020,1184163,123901,19148,301,2429,5045981,1329942,102.14608294930875,32937
9725,21,19580,1733008,256311,28435,595,1867,7120031,2020216,103.17752808988764,32940
9726,21,2900,99916,5570,617,12,0,329503,106115,36.59137931034483,32948
9727,21,1200,90747,12076,1728,14,50,362524,104615,87.17916666666666,32949
9728,21,2200,153784,15377,1972,50,78,611858,171261,77.84590909090909,32950
9729,21,5310,532853,66959,12974,218,1110,2308423,614114,115.65235404896421,32951
9730,21,10110,834107,90020,12340,227,1077,3491989,937771,92.75677546983185,32952
9731,21,11040,746885,88893,9387,212,358,2943779,845735,76.6064311594203,32953
9732,21,18620,1233007,143092,16169,360,787,4839807,1393415,74.8343179377014,32955
9733,21,13100,675893,114845,7801,252,822,2445279,799613,61.039160305343515,32958
9734,21,9530,464033,42927,4950,122,899,1783906,512931,53.82277019937041,32960
9735,21,11470,516186,70321,4863,231,323,1853292,591924,51.60627724498692,32962
9736,21,7500,3059366,136569,79626,537,33111,15761128,3309209,441.22786666666667,32963
9737,21,8580,515934,92965,5610,142,601,1975427,615252,71.70769230769231,32966
9738,21,10490,718345,80311,12704,260,1431,2977080,813051,77.50724499523355,32967
9739,21,6600,437885,56922,5926,126,248,1712030,501107,75.92530303030303,32968
9740,21,240,12303,722,183,0,0,43336,13208,55.03333333333333,32970
9741,21,3940,158278,46030,1903,47,74,518413,206332,52.36852791878172,32976
9742,21,190,11071,1921,237,0,0,40844,13229,69.62631578947368,33001
9743,21,7780,354913,22896,3976,159,187,1324772,382131,49.11709511568123,33004
9744,21,19040,937771,52019,13320,587,1734,3846518,1005431,52.80625,33009
9745,21,22630,553494,9860,2343,1731,87,2013747,567515,25.077993813521875,33010
9746,21,37030,1038242,28341,7012,2757,22,3809062,1076374,29.067620847961113,33012
9747,21,17620,474893,10146,3366,1295,0,1737300,489700,27.79228149829739,33013
9748,21,20710,914347,30846,9542,1111,1018,3636136,956864,46.20299372283921,33014
9749,21,31420,1235227,41833,13817,1606,101,4770459,1292584,41.138892425206876,33015
9750,21,23990,934241,22124,10603,1238,664,3700081,968870,40.38641100458524,33016
9751,21,25950,1014450,21809,14102,1506,277,3970273,1052144,40.54504816955684,33018
9752,21,6810,898460,48218,24801,203,3528,4207820,975210,143.20264317180616,33019
9753,21,20980,775288,33587,6944,471,393,2920432,816683,38.9267397521449,33020
9754,21,22160,1347975,76471,20205,582,1783,5543027,1447016,65.2985559566787,33021
9755,21,34050,1112283,50894,11409,1624,23,4189358,1176233,34.54428781204112,33023
9756,21,36080,1682570,75254,25168,1568,513,6529538,1785073,49.47541574279379,33024
9757,21,33720,1470036,66778,17774,1968,116,5738728,1556672,46.16465005931198,33025
9758,21,14870,971114,64462,15997,533,387,3970296,1052493,70.77962340282448,33026
9759,21,28050,1835174,107043,40733,1600,673,7728080,1985223,70.7744385026738,33027
9760,21,12250,935569,46902,20142,597,320,3988302,1003530,81.92081632653061,33028
9761,21,20750,1638283,84577,39194,1144,557,7046930,1763755,85.00024096385542,33029
9762,21,14060,476035,21581,4118,446,140,1784833,502320,35.72688477951636,33030
9763,21,2830,196243,14846,3426,71,199,817521,214785,75.89575971731449,33031
9764,21,21710,772948,27781,10358,989,28,2944323,812104,37.406909258406266,33032
9765,21,26460,917416,36744,11625,1326,52,3472329,967163,36.55188964474679,33033
9766,21,8670,218127,9036,672,152,0,766466,227987,26.29607843137255,33034
9767,21,6640,272132,14409,2276,300,0,1029861,289117,43.54171686746988,33035
9768,21,1790,307769,12465,5721,45,2564,1500037,328564,183.55530726256984,33036
9769,21,6970,1240017,47086,22744,286,15584,6477774,1325717,190.203299856528,33037
9770,21,17490,1411743,76671,21275,415,5438,6243372,1515542,86.65191538021726,33040
9771,21,3050,298857,32600,6725,143,1238,1312537,339563,111.33213114754098,33042
9772,21,2320,158609,17959,3057,64,294,653368,179983,77.57887931034483,33043
9773,21,5260,392211,22703,8142,128,1334,1699215,424518,80.70684410646388,33050
9774,21,440,60006,5906,1594,10,247,262879,67763,154.00681818181818,33051
9775,21,13960,363979,23371,2607,597,0,1327933,390554,27.976647564469914,33054
9776,21,23520,694748,41920,6226,1501,0,2584524,744395,31.649447278911566,33055
9777,21,18160,576312,56519,6343,978,2,2173178,640154,35.25077092511013,33056
9778,21,16510,776737,49769,10928,290,684,3155837,838408,50.78182919442762,33060
9779,21,12670,1915710,105189,38553,358,12330,8916198,2072140,163.54696132596686,33062
9780,21,26840,1137114,73218,13544,967,154,4290276,1224997,45.64072280178838,33063
9781,21,27030,1619893,55005,24384,492,3576,7068074,1703350,63.01701812800592,33064
9782,21,26140,1156623,52052,16380,763,648,4504676,1226466,46.91912777352716,33065
9783,21,8850,420794,51749,4740,188,106,1563748,477577,53.96350282485876,33066
9784,21,12290,1425458,41916,31579,392,1924,6606660,1501269,122.15370219690806,33067
9785,21,25780,801670,27973,6533,981,0,2963377,837157,32.47311869666408,33068
9786,21,12860,588497,51452,5955,237,552,2283180,646693,50.28716951788491,33069
9787,21,2830,263930,16274,4161,47,828,1145783,285240,100.79151943462898,33070
9788,21,18410,1322910,58816,25987,602,979,5576883,1409294,76.55046170559478,33071
9789,21,14700,851772,34053,14591,528,244,3441052,901188,61.30530612244898,33073
9790,21,15490,2084402,63664,56878,667,2824,9682714,2208435,142.57165913492577,33076
9791,21,200,442490,3502,9202,0,7096,2498836,462290,2311.45,33109
9792,21,680,53835,1087,743,25,79,217197,55769,82.01323529411765,33122
9793,21,25150,678306,14325,3597,729,31,2465251,696988,27.71324055666004,33125
9794,21,25390,819439,17701,4965,1413,490,3091619,844008,33.24174871996849,33126
9795,21,13140,321013,14806,1278,429,0,1150715,337526,25.686910197869103,33127
9796,21,2760,63315,453,87,37,0,220193,63892,23.14927536231884,33128
9797,21,6680,655420,18402,13777,151,1645,2907878,689395,103.20284431137725,33129
9798,21,13570,631400,6737,3809,404,413,2496739,642763,47.36647015475313,33130
9799,21,10020,1872210,19075,21033,289,8963,8845126,1921570,191.77345309381238,33131
9800,21,5460,562212,9996,7534,238,897,2481490,580877,106.38772893772894,33132
9801,21,15430,2166173,50594,50171,431,13405,10462360,2280774,147.8142579390797,33133
9802,21,19190,1861317,63604,35926,834,5121,8458336,1966802,102.49098488796248,33134
9803,21,16840,434724,10453,2435,571,47,1568015,448230,26.616983372921617,33135
9804,21,6420,184981,4076,665,192,0,685010,189914,29.581619937694704,33136
9805,21,10310,836686,12663,11450,329,1602,3653666,862730,83.67895247332687,33137
9806,21,13090,1033528,32225,18374,392,2614,4619436,1087133,83.05064935064935,33138
9807,21,17720,3287366,40079,56743,706,29345,16367575,3414239,192.67714446952596,33139
9808,21,8570,2588811,33084,37977,228,16840,11180847,2676940,312.36172695449244,33140
9809,21,17590,1290627,27714,19993,546,5194,5793231,1344074,76.41125639567936,33141
9810,21,24670,577829,24239,2205,1109,64,2083424,605446,24.541791649777057,33142
9811,21,13500,1823429,48522,41184,340,8128,8662847,1921603,142.34096296296298,33143
9812,21,14170,491032,17927,5452,612,152,1865584,515175,36.35673959068455,33144
9813,21,14910,692638,23885,9325,588,563,2745944,726999,48.75915492957746,33145
9814,21,4460,1016497,25389,24111,139,5848,4998796,1071984,240.35515695067264,33146
9815,21,23770,581769,36170,2854,933,0,2104684,621726,26.155910811947834,33147
9816,21,4450,1245860,32261,32786,167,8320,6200772,1319394,296.49303370786515,33149
9817,21,12990,352136,18789,2933,395,21,1320588,374274,28.81247113163972,33150
9818,21,5870,1555395,26930,26113,100,17201,7835353,1625739,276.9572402044293,33154
9819,21,22950,1194486,49486,17910,1076,478,4907826,1263436,55.051677559912854,33155
9820,21,13600,2865208,61316,65891,412,14090,14178251,3006917,221.09683823529411,33156
9821,21,31310,1744082,113142,30688,1165,1278,7267558,1890355,60.375439156818906,33157
9822,21,2740,466070,19238,11516,65,1234,2199455,498123,181.79671532846714,33158
9823,21,18080,1915643,56122,41508,582,8641,8979582,2022496,111.86371681415929,33160
9824,21,25750,820443,26737,7344,845,203,3155568,855572,33.22609708737864,33161
9825,21,21590,681222,24025,4858,759,242,2587492,711106,32.93682260305697,33162
9826,21,28860,1201565,56091,16514,1303,582,4699597,1276055,44.215349965349965,33165
9827,21,12210,704729,28579,10908,410,689,2775243,745315,61.04135954135954,33166
9828,21,9950,285788,21320,1933,405,0,1054891,309446,31.100100502512564,33167
9829,21,14260,416605,19776,3383,543,20,1566835,440327,30.878471248246843,33168
9830,21,20870,739002,47963,9531,1375,145,2904619,798016,38.23747005270724,33169
9831,21,6610,245235,11571,3475,203,94,955722,260578,39.42178517397882,33170
9832,21,21840,762064,20388,5147,813,153,2835690,788565,36.106456043956044,33172
9833,21,16390,984383,50352,14651,576,733,4028072,1050695,64.1058572300183,33173
9834,21,15860,538268,21254,5028,614,60,2014627,565224,35.638335435056746,33174
9835,21,28040,1285034,52204,20358,1513,459,5127855,1359568,48.486733238231096,33175
9836,21,24590,1880085,101160,34274,896,1921,8143282,2018336,82.07954453029687,33176
9837,21,28180,1019949,37942,13680,1363,16,3949354,1072950,38.07487579843861,33177
9838,21,20030,1280630,22483,22275,777,876,5317164,1327041,66.25267099350974,33178
9839,21,20520,985035,34220,12132,798,1471,4017564,1033656,50.37309941520468,33179
