zip,city,state,avg_lat,avg_long,rest_pr_1,rest_rv_1,rest_pr_2,rest_rv_2,rest_pr_3,rest_rv_3,rest_pr_4,rest_rv_4,shop_pr_1,shop_rv_1,shop_pr_2,shop_rv_2,shop_pr_3,shop_rv_3,shop_pr_4,shop_rv_4,loca_pr_1,loca_rv_1,loca_pr_2,loca_rv_2,loca_pr_3,loca_rv_3,loca_pr_4,loca_rv_4,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence
35016,Arab,AL,34.33349599335068,-86.50098532396206,4,19,7,55,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7130,363111,45996,1352,297,61,1353497,410817,57.61809256661992
35071,Gardendale,AL,33.650618211197425,-86.81807243244141,11,99,10,275,0,0,0,0,1,8,12,33,1,4,0,0,0,0,0,0,0,0,0,0,7480,459107,42931,3303,674,107,1847517,506122,67.66336898395721
35210,Birmingham,AL,33.52796994574866,-86.72059444872902,25,549,5,255,0,0,0,0,7,69,11,56,2,15,0,0,0,0,1,3,0,0,0,0,6580,375294,29847,2652,540,350,1544135,408683,62.10987841945288
35674,Tuscumbia,AL,34.71545531993946,-87.70237792296439,8,77,2,34,0,0,1,9,0,0,3,12,1,3,0,0,0,0,0,0,0,0,0,0,7840,452481,43069,1297,321,76,1732701,497244,63.423979591836726
35677,Waterloo,AL,34.91,-88.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,30886,2545,46,15,0,104656,33492,46.51666666666666
35806,Huntsville,AL,34.74149608110167,-86.68080948348654,31,1152,36,3006,4,590,0,0,11,48,38,240,7,23,1,3,2,2,3,17,1,7,0,0,11180,788543,85261,4570,826,387,3272085,879587,78.67504472271915
35972,Gallant,AL,33.99,-86.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,22116,2065,58,20,0,77398,24259,49.50816326530612
36088,Tuskegee,AL,32.4179243475783,-85.7123675523651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,28729,5370,89,43,0,100679,34231,33.8920792079208
36093,Wetumpka,AL,32.49381082542349,-86.21104648367029,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030,380503,52461,1680,354,126,1546935,435124,86.50576540755469
36426,Brewton,AL,31.131654694244624,-87.09863051377177,5,17,4,37,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5640,249653,26694,732,209,67,904251,277355,49.17641843971632
36441,Flomaton,AL,31.010627688960124,-87.26108517913202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,66115,4955,143,40,0,232600,71253,48.803424657534244
36444,Franklin,AL,31.71,-87.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,7919,795,0,0,0,25644,8714,41.49523809523809
36529,Deer Park,AL,31.21,-88.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,10940,836,26,10,0,38689,11812,53.69090909090909
36585,Wagarville,AL,31.386908,-88.037925,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,19555,1458,24,13,0,68788,21050,53.97435897435897
36605,Mobile,AL,30.61764695889234,-88.08842367546521,4,13,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10890,349091,31433,1391,347,126,1301447,382388,35.11368227731864
36618,Mobile,AL,30.733420223496854,-88.17595237853159,7,35,4,23,0,0,0,0,4,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7610,296248,27978,1484,495,4,1120090,326209,42.865834428383714
36784,Thomasville,AL,31.92796202536884,-87.73883549264406,4,17,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3080,149221,12891,509,155,0,575676,162776,52.849350649350654
36877,Smiths Station,AL,32.52778923369969,-85.0906270237665,2,14,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4960,256256,26396,1481,371,61,996424,284565,57.371975806451616
99578,Eek,AK,60.21,-162.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4233,0,0,0,0,12076,4233,26.45625
99621,Kwethluk,AK,60.79,-161.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,6275,0,0,0,0,17979,6275,26.14583333333333
99826,Gustavus,AK,58.42,-135.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,14706,1964,0,0,0,47367,16670,59.53571428571429
85003,Phoenix,AZ,33.45,-112.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,282886,12752,2758,360,185,1238941,298941,76.65153846153846
85021,Phoenix,AZ,33.558849549622934,-112.10181093986854,27,1294,20,2466,1,12,0,0,6,283,15,181,0,0,0,0,1,2,2,35,0,0,0,0,16180,1012865,58300,12359,1377,1887,4344909,1086788,67.16860321384425
85209,Mesa,AZ,33.38114178250453,-111.65326403833352,20,1436,13,1937,0,0,0,0,8,38,16,457,1,1,0,0,3,23,4,46,0,0,0,0,17170,1007339,111326,10416,2331,256,3950341,1131668,65.90960978450785
85335,El Mirage,AZ,33.607542867398514,-112.32855335632557,10,349,4,334,0,0,0,0,4,64,2,40,1,2,0,0,0,0,0,0,0,0,0,0,13870,517535,26255,2279,1019,0,1780244,547088,39.44397981254506
86331,Jerome,AZ,34.75018820161074,-112.11562097340394,2,354,8,2593,0,0,0,0,3,8,13,77,7,93,1,46,0,0,1,4,0,0,0,0,290,10714,696,161,8,0,38581,11579,39.92758620689655
86406,Lake Havasu Stadt,AZ,34.46795372854354,-114.27974614029941,5,89,2,140,0,0,0,0,1,1,1,5,1,8,0,0,1,10,1,5,0,0,0,0,9930,580941,96114,7790,1523,591,2340115,686959,69.18016112789526
86413,Golden Valley,AZ,35.2224025705505,-114.21507202425724,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,111906,20700,643,180,0,368287,133429,41.05507692307693
71646,Hamburg,AR,33.2294305,-91.797069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,112921,9575,245,153,0,412008,122894,52.07372881355932
71837,Fouke,AR,33.2632968012906,-93.88559731619895,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,81956,6381,299,99,0,286105,88735,47.19946808510638
71956,Mountain Pine,AR,34.57,-93.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,23599,1868,45,14,0,75068,25526,36.465714285714284
72068,Higginson,AR,35.19,-91.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,6692,160,0,0,0,19172,6852,36.06315789473684
72135,Roland,AR,34.89,-92.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,122099,7751,1431,193,106,561734,131580,107.85245901639344
72415,Black Rock,AR,36.1057748,-91.1053583,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,24935,1420,23,11,0,85855,26389,50.74807692307692
72425,Delaplaine,AR,36.23,-90.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4981,0,0,0,0,13386,4981,31.13125
72450,Paragould,AR,36.05203461867201,-90.51108527168249,20,144,10,109,0,0,0,0,2,2,6,11,2,3,0,0,0,0,0,0,0,0,0,0,14650,701476,52203,2935,703,313,2595939,757630,51.71535836177475
72459,Ravenden,AR,36.23,-91.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,14275,1684,20,8,0,46262,15987,37.17906976744186
72569,Poughkeepsie,AR,36.15,-91.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,5196,416,0,0,0,14708,5612,35.075
72577,Sidney,AR,36.0,-91.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,9147,714,22,0,0,30602,9883,42.9695652173913
72633,Everton,AR,36.15,-92.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,23731,2265,61,16,0,79937,26073,43.455
72940,Huntington,AR,35.084624,-94.263027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,38627,3699,127,53,0,132839,42506,48.85747126436782
90039,Los Angeles,CA,34.116137454948806,-118.26105229703717,28,5704,31,17085,2,1723,0,0,7,163,34,2329,5,69,1,10,3,96,6,295,0,0,0,0,14980,1192733,49039,22303,1273,1318,5393167,1266666,84.55714285714286
90047,Los Angeles,CA,33.961591159174965,-118.30874906295486,23,923,8,786,0,0,0,0,5,30,9,71,1,43,1,26,5,25,5,26,0,0,0,0,23780,940106,108893,19259,3020,98,3660579,1071376,45.05365853658537
90062,Los Angeles,CA,34.008548236004216,-118.30713192847807,18,692,7,520,0,0,0,0,2,36,5,52,0,0,0,0,3,44,2,11,0,0,0,0,14470,470991,24584,7122,1224,0,1718813,503921,34.82522460262612
91042,Tujunga,CA,34.249969567870046,-118.2825858944862,19,2154,13,2053,0,0,0,0,11,182,11,235,1,2,0,0,5,140,2,45,0,0,0,0,12320,719294,41490,18993,1384,205,3052463,781366,63.422564935064926
91325,Northridge,CA,34.23178179763237,-118.52311050640994,25,4098,18,3888,0,0,0,0,11,449,14,398,1,11,2,10,4,116,2,20,0,0,0,0,15650,1073302,60612,25816,1603,1096,4752010,1162429,74.27661341853035
91768,Pomona,CA,34.066365859442435,-117.77375526200169,23,2330,11,656,2,1719,0,0,9,76,5,51,3,64,2,6,3,19,0,0,2,44,0,0,13290,521238,27867,9189,1358,145,1987107,559797,42.12167042889391
91790,West Covina,CA,34.06391296809766,-117.9338044939032,50,5851,23,7686,0,0,0,0,14,208,46,1271,10,408,1,23,4,134,6,148,1,40,0,0,21100,1062680,72717,22878,2795,255,4256496,1161325,55.03909952606635
91792,West Covina,CA,34.02562780609388,-117.90555642405519,44,5274,15,2409,0,0,0,0,7,259,20,609,0,0,1,35,6,103,1,7,0,0,0,0,14050,700091,48598,14644,1652,74,2786077,765059,54.452597864768684
92056,Oceanside,CA,33.1985109693554,-117.29079808318748,48,6341,24,7194,0,0,0,0,11,321,20,567,4,43,1,21,5,95,4,116,0,0,1,21,26210,1663084,180498,35249,2634,726,6885198,1882191,71.81194200686761
92067,Rancho Santa Fe,CA,33.006252496535865,-117.198279799204,3,130,4,514,2,177,1,305,1,2,3,59,3,22,0,0,0,0,0,0,0,0,0,0,5680,3162180,51120,81042,1901,28315,17090801,3324558,585.3095070422535
92121,San Diego,CA,32.894822847453305,-117.18621149151926,67,7368,18,5388,1,199,0,0,10,114,36,1263,11,221,3,69,0,0,10,407,2,61,0,0,2470,399507,7196,7634,333,985,1980059,415655,168.28137651821862
92230,Cabazon,CA,33.92389958832849,-116.80544810642849,14,882,5,931,1,301,0,0,1,14,35,1508,31,655,10,85,0,0,0,0,1,18,0,0,960,31956,1209,218,52,0,108333,33435,34.828125
92242,Earp,CA,34.153046767578104,-114.31340693017599,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,12402,3041,113,38,0,41107,15594,44.554285714285705
92411,San Bernardino,CA,34.121955658078086,-117.31683305986871,19,796,4,353,0,0,0,0,3,21,3,23,1,5,0,0,0,0,0,0,0,0,0,0,10350,294299,16918,1753,692,0,978391,313662,30.30550724637681
92532,Lake Elsinore,CA,33.71,-117.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10120,652657,37235,24799,2135,155,2784027,716981,70.84792490118578
92571,Perris,CA,33.8172518411207,-117.22744737288204,34,2050,17,832,0,0,0,0,9,84,12,163,3,13,0,0,1,7,1,10,0,0,0,0,22120,884371,28731,21378,2749,0,3350264,937229,42.37020795660036
92704,Santa Ana,CA,33.717104466406674,-117.90430690525784,46,4084,11,752,1,559,0,0,10,318,20,515,3,7,3,29,3,56,2,217,0,0,0,0,39000,1572011,50069,23546,2492,379,5810282,1648497,42.26915384615385
92831,Fullerton,CA,33.874452163378486,-117.88955777301857,54,14769,15,7431,0,0,0,0,10,227,45,2234,3,141,2,14,4,96,3,249,1,67,0,0,15410,1089824,61543,21146,1473,1394,4747266,1175380,76.2738481505516
92865,Orange,CA,33.82639882264482,-117.8387132896904,51,10146,20,5258,1,1899,1,17,25,736,39,1934,6,185,0,0,10,544,8,380,2,17,0,0,9840,667651,43459,15546,1327,208,2844988,728191,74.00315040650406
93105,Santa Barbara,CA,34.438241892055395,-119.73622289329693,24,2514,44,8845,3,304,0,0,12,126,41,1010,11,89,7,57,1,29,7,198,4,37,1,9,12590,1375374,105660,33870,1248,4562,6470096,1520714,120.78745035742651
93117,Goleta,CA,34.5,-120.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,1,24,2,21,0,0,18060,1295525,87819,25496,1301,1475,5546592,1411616,78.162569213732
93243,Lebec,CA,34.910237125613996,-118.91483124177984,16,1505,5,767,0,0,0,0,2,8,1,2,1,15,1,1,0,0,0,0,0,0,1,1,590,30731,2904,406,63,0,119193,34104,57.80338983050847
93261,Richgrove,CA,35.80378,-119.106046,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,35791,0,126,60,0,110998,35977,27.67461538461539
93268,Taft,CA,35.146323877411874,-119.45539668186632,12,176,15,396,0,0,0,0,1,4,2,9,1,5,0,0,0,0,0,0,0,0,0,0,5830,269116,21009,3020,700,28,1009021,293873,50.40703259005146
93313,Bakersfield,CA,35.3279571624441,-119.028227850795,0,0,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21200,1053210,60498,20250,3409,110,4221121,1137477,53.65457547169811
93510,Acton,CA,34.48700217329306,-118.18339077566166,4,192,10,817,0,0,0,0,0,0,6,77,1,4,0,0,0,0,1,4,0,0,0,0,3670,314244,30497,9320,1008,121,1421360,355190,96.78201634877384
93518,Caliente,CA,35.31233,-118.4094,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,21891,4747,333,58,0,82820,27029,64.3547619047619
93531,Keene,CA,35.22433,-118.56555,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,25956,3340,685,60,0,114404,30041,115.54230769230769
93940,Monterey,CA,36.6,-121.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,183,0,0,14540,1440678,115721,27678,1249,6132,6503570,1591458,109.45378266850071
94015,Daly City,CA,37.6787480642817,-122.47488235299896,38,7503,22,10458,1,456,0,0,9,754,40,1863,11,239,1,10,8,222,2,36,2,9,0,0,32880,2208881,152402,45405,2597,1122,9106838,2410407,73.30921532846716
94085,Sunnyvale,CA,37.38838297374515,-122.0166805304784,22,4299,16,6080,0,0,0,0,5,203,11,2553,1,1,1,6,2,26,1,26,1,32,0,0,11440,1233407,16229,15847,1059,843,5653988,1267385,110.7854020979021
94158,San Francisco,CA,37.77022753727292,-122.3910305990682,11,2570,21,3985,0,0,0,0,0,0,6,206,3,57,0,0,0,0,1,436,0,0,0,0,4400,735968,4777,9411,341,2016,3630127,752513,171.02568181818182
94514,Byron,CA,37.87266735185017,-121.63781162381123,3,98,1,234,0,0,0,0,1,6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,550,36798,3272,670,53,0,149706,40793,74.16909090909091
94561,Oakley,CA,37.99830191038793,-121.721804911912,15,1224,10,1122,0,0,0,0,4,59,13,270,0,0,0,0,2,12,1,23,1,6,0,0,18480,1264327,79136,38001,3204,141,5379072,1384809,74.93555194805195
94591,Vallejo,CA,38.11329846009082,-122.21998500149307,33,3784,24,4292,0,0,0,0,16,225,30,1199,2,41,1,12,2,15,9,255,1,9,0,0,27290,1852043,201211,40089,3544,775,7717587,2097662,76.86559179186516
94612,Oakland,CA,37.80744752302521,-122.26863861396895,42,4325,36,12442,2,1911,0,0,18,627,35,1152,7,151,2,55,4,408,1,15,2,22,1,43,8470,624652,18568,6472,295,704,2737854,650691,76.82302243211335
94710,Berkeley,CA,37.86764238140468,-122.29815345724924,13,3766,21,12180,1,535,1,6,2,124,30,1831,42,2136,5,186,1,2,4,66,1,2,0,0,3950,320224,13285,6183,222,870,1433067,340784,86.27443037974683
95004,Aromas,CA,36.88862845517736,-121.643206588834,0,0,1,107,1,16,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,151296,13115,3535,231,130,655914,168307,86.75618556701029
95023,Hollister,CA,36.8547154802376,-121.40111741306255,38,1375,32,3455,0,0,0,0,12,108,25,398,5,101,1,10,3,61,3,15,2,10,1,3,23360,1599728,96892,37202,2801,1403,6789302,1738026,74.40179794520547
95060,Santa Cruz,CA,37.01767752979578,-122.0547655321162,2,113,5,246,0,0,0,0,0,0,4,45,0,0,1,1,0,0,0,0,0,0,0,0,20460,2018797,130751,42558,1714,5569,9364354,2199389,107.49701857282506
95111,San Jose,CA,37.28949406231271,-121.83831511387913,38,4631,24,3590,1,3,0,0,12,156,18,243,4,46,4,12,7,136,4,57,0,0,0,0,28460,1428215,48580,32818,2360,273,5595521,1512246,53.135839775122975
95126,San Jose,CA,37.32943738833957,-121.91209279178423,17,2517,18,8231,1,475,0,0,9,517,37,2662,6,188,1,4,3,138,15,935,0,0,0,0,17480,1864955,45099,35773,1735,2440,8621889,1950002,111.55617848970252
95258,Woodbridge,CA,38.154188845507825,-121.30097533955076,0,0,3,401,1,125,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2540,215602,19290,4081,317,393,976151,239683,94.36338582677165
95328,Keyes,CA,37.5573138986328,-120.913097403076,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,60020,2378,722,111,0,211487,63231,40.01962025316456
95336,Manteca,CA,37.802783448939856,-121.20841696144736,53,4316,27,3274,1,263,0,0,16,340,31,569,12,220,2,6,2,82,7,117,3,96,1,25,21050,1277666,141338,22481,2455,651,5195132,1444591,68.6266508313539
95365,Planada,CA,37.29385993333333,-120.32166433333332,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,58825,1525,202,42,0,184608,60594,33.66333333333333
95388,Winton,CA,37.387192144858496,-120.61355695439951,2,68,2,31,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1,5,0,0,0,0,4830,176183,9632,994,194,0,599130,187003,38.716977225672885
95435,Finley,CA,39.01,-122.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8775,0,45,12,0,27635,8832,35.328
95439,Fulton,CA,38.49,-122.77,0,0,0,0,0,0,0,0,1,10,2,79,1,3,0,0,0,0,0,0,0,0,0,0,490,35573,3166,875,39,0,148383,39653,80.92448979591836
95469,Potter Valley,CA,39.39,-123.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,42230,5012,637,51,0,161222,47930,65.65753424657535
95527,Hawkins Bar,CA,40.8696445,-123.5216841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4990,748,48,0,0,15584,5786,48.21666666666667
95546,Hoopa,CA,41.05648870410121,-123.679577069552,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,34230,2087,45,7,0,106746,36369,34.97019230769231
95567,Smith River,CA,41.93440497377548,-124.160446728584,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,43555,5558,659,46,0,160542,49818,60.02168674698795
95686,Thornton,CA,38.226799,-121.4287109,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,18930,1111,225,22,0,65382,20288,42.266666666666666
95689,Volcano,CA,38.4424484,-120.6308447,1,53,2,305,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,640,48622,11322,1100,112,0,198823,61156,95.55625
95692,Wheatland,CA,39.01124408411166,-121.42691786522312,4,185,3,114,0,0,0,0,2,8,4,271,0,0,0,0,1,1,0,0,0,0,0,0,2130,124306,13796,1775,241,0,495738,140118,65.78309859154929
95864,Sacramento,CA,38.587836513405435,-121.3752162524782,6,203,10,1973,1,271,0,0,2,51,10,229,4,189,0,0,3,48,9,212,2,108,0,0,11440,1605232,146980,32621,1535,4262,7818130,1790630,156.5236013986014
95988,Willows,CA,39.52409558928563,-122.21262806516177,10,336,6,606,0,0,0,0,4,28,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3670,183971,19630,1566,205,103,708065,205475,55.98773841961853
96016,Cassel,CA,40.92,-121.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,9163,2367,98,14,0,31321,11642,77.61333333333333
80010,Aurora,CO,39.7369782155777,-104.86182881891581,26,670,14,498,0,0,2,9,8,63,15,373,6,29,1,7,2,8,4,18,0,0,0,0,17000,551847,26207,2274,534,0,1840824,580862,34.168352941176465
80019,Aurora,CO,39.816656749282046,-104.749663475662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,85197,3874,1400,196,0,343576,90667,57.02327044025157
80105,Deer Trail,CO,39.61,-104.04,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,29342,2295,148,28,0,104841,31813,56.808928571428574
80207,Denver,CO,39.76165562505797,-104.9134109924815,15,863,9,860,2,397,0,0,5,190,8,225,3,52,0,0,3,80,2,21,0,0,0,0,10700,828586,48650,9566,1334,1359,3668996,889495,83.1303738317757
80454,Indian Hills,CO,39.617734115147705,-105.23619560353798,2,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,70305,4785,1295,127,118,312761,76630,95.7875
80477,Steamboat Springs,CO,40.486492174430325,-106.83585088522129,1,119,1,533,1,131,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,3840,446975,15302,4475,364,4795,2084608,471911,122.89348958333332
80514,Dacono,CO,40.087329814214115,-104.934889293034,5,184,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2470,136838,5534,1475,310,0,537987,144157,58.36315789473685
80540,Lyons,CO,40.240619948435906,-105.29796951352598,3,235,10,903,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1,3,0,0,0,0,2390,225713,14055,3858,385,221,999203,244232,102.18912133891213
80648,Nunn,CO,40.7,-104.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,32374,2348,191,46,0,121302,34959,65.96037735849056
80735,Idalia,CO,39.702475899999996,-102.29534155,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,8087,488,0,0,0,22929,8575,61.25
80750,Snyder,CO,40.41,-103.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,7727,584,0,0,0,24779,8311,46.172222222222224
80951,Colorado Springs,CO,38.8676931714087,-104.675878462706,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,102005,5999,810,251,0,386710,109065,57.10209424083771
81071,Sheridan Lake,CO,38.46,-102.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,6551,0,0,0,0,19118,6551,54.59166666666667
81073,Springfield,CO,37.35325235904957,-102.61016862712485,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,29798,3154,56,18,0,99182,33026,44.03466666666666
81141,Manassa,CO,37.174023,-105.93749,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,19530,1888,72,19,0,66517,21509,44.81041666666667
81433,Silverton,CO,37.810910645725656,-107.664879009037,3,142,12,609,0,0,0,0,0,0,5,13,1,5,1,1,0,0,0,0,0,0,0,0,340,15668,1159,68,5,0,54555,16900,49.70588235294117
81501,Grand Junction,CO,39.07396823942104,-108.55706728949279,25,686,41,3962,3,376,0,0,7,25,34,162,11,98,0,0,0,0,3,21,1,7,0,0,8920,331001,26396,1426,318,68,1190910,359209,40.270067264573996
06021,Colebrook,CT,42.02,-73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,53336,4576,2114,178,0,232973,60204,84.7943661971831
06078,Suffield,CT,41.98484189557653,-72.64891673500831,2,39,6,254,2,80,0,0,1,2,4,16,0,0,0,0,0,0,1,2,0,0,0,0,5130,625743,34624,18675,1465,1076,3030282,681583,132.86218323586743
06241,Killingly,CT,41.84096144085454,-71.87590035942327,7,124,6,246,0,0,0,0,2,4,3,15,1,1,0,0,1,1,0,0,0,0,0,0,3020,182079,11923,4158,464,51,742983,198675,65.7864238410596
06351,Jewett City,CT,41.594734662254076,-71.97659749211572,8,167,8,162,0,0,0,0,1,1,12,55,1,4,0,0,1,1,0,0,0,0,0,0,7800,462736,44677,11267,1134,41,1866018,519855,66.64807692307693
06365,Preston,CT,41.491977182962536,-72.0279378895204,1,9,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,160499,18180,4302,456,30,671691,183467,79.08060344827587
06413,Clinton,CT,41.27922379047795,-72.52317084084413,9,168,13,1549,1,43,0,0,2,4,23,212,10,75,2,6,0,0,1,3,0,0,0,0,6890,540459,42857,19126,1407,265,2417188,604114,87.67982583454281
06473,North Haven,CT,41.38036295405945,-72.863649012262,13,269,41,2449,1,10,0,0,7,50,33,366,6,51,2,17,0,0,2,11,3,15,1,11,12640,1073120,94049,42003,3274,660,4827561,1213106,95.97357594936709
06489,Southington,CT,41.621246934509465,-72.87749388779791,21,685,48,3770,3,397,0,0,9,102,26,214,7,62,2,9,0,0,5,21,1,5,0,0,16390,1372231,110041,49295,4397,527,6156601,1536491,93.74563758389263
06770,Naugatuck,CT,41.488969393163366,-73.05382073600994,18,358,21,901,0,0,0,0,7,51,9,38,2,5,0,0,0,0,2,10,1,4,0,0,15310,837227,60056,31215,3323,42,3421284,931863,60.866296538210314
19971,Rehoboth Beach,DE,38.71565763234807,-75.08985389080318,23,1490,58,7573,12,2309,0,0,9,55,38,354,15,93,1,1,2,13,2,12,2,4,0,0,7680,768241,103372,8392,112,2033,3536118,882150,114.86328125
20019,"Washington, DC",DC,38.89304807156207,-76.94125832395173,16,247,3,255,2,30,0,0,1,10,1,43,2,3,1,1,0,0,0,0,0,0,0,0,28290,1039761,110301,8286,740,6,4028020,1159094,40.97186284906327
32033,Elkton,FL,29.79735526666667,-81.40271436666667,0,0,1,26,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2230,121723,20206,1186,47,22,444657,143184,64.20807174887892
