zip,city,state,avg_lat,avg_long,rest_pr_1,rest_rv_1,rest_pr_2,rest_rv_2,rest_pr_3,rest_rv_3,rest_pr_4,rest_rv_4,shop_pr_1,shop_rv_1,shop_pr_2,shop_rv_2,shop_pr_3,shop_rv_3,shop_pr_4,shop_rv_4,loca_pr_1,loca_rv_1,loca_pr_2,loca_rv_2,loca_pr_3,loca_rv_3,loca_pr_4,loca_rv_4,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence
18976,Warrington,PA,40.23598893099364,-75.13649002811681,13,282,23,1697,2,232,0,0,3,21,25,210,7,72,2,11,2,13,0,0,0,0,0,0,10870,988462,65211,31672,155,722,4455049,1086222,99.92842686292549
19004,Bala Cynwyd,PA,40.00629957531074,-75.22914075389416,9,320,17,1364,3,199,1,66,2,4,11,130,3,46,4,70,1,4,3,22,1,3,1,4,5120,814557,33574,24004,68,2395,4054534,874598,170.819921875
19046,Jenkintown,PA,40.095604785166366,-75.12146822387429,12,590,22,1878,1,52,0,0,1,5,26,229,11,111,1,9,2,63,6,56,0,0,1,9,9790,1413012,65098,41608,227,6105,6942558,1526050,155.8784473953013
19150,Philadelphia,PA,40.073269179586696,-75.16476631872312,13,235,12,246,0,0,0,0,1,3,6,157,1,3,0,0,1,1,2,15,1,3,0,0,12050,512829,83562,6947,773,0,1963081,604111,50.13369294605809
19330,Cochranville,PA,39.8914100577519,-75.92150520206866,1,13,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2660,201466,14341,7124,13,145,882673,223089,83.86804511278196
19342,Glen Mills,PA,39.87943543545568,-75.5328924012416,11,430,33,3056,1,126,0,0,2,11,25,581,13,50,2,10,1,9,2,18,1,3,0,0,9710,1145733,86562,37286,202,1138,5352381,1270921,130.88784757981463
19343,Glenmoore,PA,40.10212994,-75.72257929999998,2,18,1,62,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4040,525364,18291,15554,51,1140,2495003,560400,138.7128712871287
19344,Honey Brook,PA,40.086135046366365,-75.89958524260659,5,93,2,93,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5910,351977,26563,9163,33,122,1430430,387858,65.62741116751269
19406,King of Prussia,PA,40.09042762276941,-75.38318786534603,37,1235,39,6194,8,1375,1,129,6,24,35,416,24,147,4,36,6,95,7,107,4,188,1,24,12600,1135538,54791,17837,197,920,4999826,1209283,95.97484126984126
02813,Charlestown,RI,41.38665890467875,-71.64594896108385,3,154,16,821,0,0,1,284,2,4,5,109,4,38,1,3,1,2,0,0,1,3,0,0,4080,326448,29854,7482,503,199,1411746,364486,89.33480392156862
02818,East Greenwich,RI,41.653406841204855,-71.4658314338237,9,209,42,3978,2,307,0,0,2,10,21,160,8,36,3,11,1,4,4,19,3,10,0,0,9790,1330481,68713,46546,2207,2598,6520172,1450545,148.16598569969358
02857,North Scituate,RI,41.84286911880168,-71.59588268073057,6,130,5,216,0,0,0,0,1,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,4560,350069,29035,11336,1003,120,1541863,391563,85.86907894736842
02895,Woonsocket,RI,42.0048242793729,-71.50321693304491,33,814,24,1228,1,20,0,0,10,69,14,78,4,18,1,4,3,20,4,30,0,0,0,0,18980,770664,44059,12429,2294,60,2860080,829506,43.70421496311907
29072,Lexington,SC,33.992299310592564,-81.22699234055965,36,796,45,2137,2,36,0,0,7,8,39,178,10,50,2,16,2,4,3,28,0,0,1,6,26670,2212103,160009,25326,9782,1596,9764369,2408816,90.31931008623924
29113,Norway,SC,33.44,-81.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,24423,2162,138,68,0,85603,26791,45.40847457627119
29172,West Columbia,SC,33.92132960430863,-81.07290439729702,2,25,3,33,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3970,164513,15304,852,353,0,601480,181022,45.59748110831234
29403,Charleston,SC,32.790848090070575,-79.94142571843143,19,2687,53,13950,6,1587,2,1588,4,40,15,206,11,81,1,1,1,2,3,74,1,8,0,0,9190,537574,20332,4701,550,1064,2334549,564221,61.395103373231784
29543,Fork,SC,34.28,-79.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,8290,930,17,10,0,27190,9247,46.235
29574,Mullins,SC,34.20247676838491,-79.2640529280284,6,57,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4520,148847,14803,724,343,0,539181,164717,36.441814159292036
29607,Greenville,SC,34.82726159338016,-82.31730207820284,18,565,28,2969,0,0,0,0,3,18,24,259,8,55,0,0,1,1,6,46,3,53,1,4,19340,1378009,58711,13787,2850,2874,6029683,1456231,75.29632885211996
29834,Langley,SC,33.51,-81.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,13956,1535,31,20,0,47017,15542,43.172222222222224
29845,Plum Branch,SC,33.7827921182309,-82.25643301374609,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,18039,2894,81,29,0,59591,21043,42.94489795918367
29936,Ridgeland,SC,32.44373836656584,-80.96423787954829,10,364,6,78,0,0,0,0,1,3,2,3,1,5,0,0,0,0,0,0,0,0,0,0,5400,207380,17269,1599,531,28,775881,226807,42.001296296296296
57266,Summit,SD,45.1810951,-97.1027832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,11890,170,0,0,0,35190,12060,46.384615384615394
57268,Toronto,SD,44.56458,-96.64257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,11434,273,0,0,0,33745,11707,61.61578947368422
57317,Bonesteel,SD,43.07,-98.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,10120,542,0,0,0,28044,10662,53.31
57328,Corsica,SD,43.42,-98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,26567,1065,36,0,0,89757,27668,56.46530612244898
57384,Wolsey,SD,44.4057832,-98.4751049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,22166,665,62,0,0,72472,22893,57.2325
57456,Leola,SD,45.72,-98.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,18117,859,0,0,0,57174,18976,57.5030303030303
57472,Selby,SD,45.52067413146975,-100.0555059020995,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,33730,1511,44,0,20,122743,35305,78.45555555555555
57632,Herreid,SD,45.8376251243735,-100.068877817535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,16119,827,29,0,0,53136,16975,56.58333333333334
57759,Nemo,SD,44.2235484413618,-103.51743946534401,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,15512,2400,225,0,0,53415,18137,86.36666666666666
57760,Newell,SD,44.7140835,-103.425239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,22085,1780,44,0,0,69586,23909,47.818000000000005
57762,Nisland,SD,44.67,-103.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,7350,440,0,0,0,21258,7790,35.40909090909091
57785,Sturgis,SD,44.41074469397547,-103.51419125203178,6,74,6,186,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4530,248053,26091,2761,94,121,911019,277120,61.17439293598234
37062,Fairview,TN,35.981885920082604,-87.12858318376871,8,126,4,58,0,0,1,7,3,9,3,6,0,0,0,0,0,0,0,0,1,3,0,0,5300,317317,18277,2446,80,241,1215280,338361,63.84169811320755
37064,Franklin,TN,35.915671474279534,-86.88039243490948,33,1823,38,3381,2,522,0,0,6,80,37,233,24,121,2,34,2,6,4,19,2,14,1,8,26360,2893272,133376,34707,586,5987,13089810,3067928,116.38573596358118
37079,Indian Mound,TN,36.5556,-87.70659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,46797,6782,198,0,0,152592,53777,50.2588785046729
37148,Portland,TN,36.57728907638907,-86.52848041488869,14,142,3,40,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,10680,599336,31409,2431,117,1161,2176419,634454,59.40580524344569
37306,Belvidere,TN,35.109377,-86.211977,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,56694,3839,196,0,0,192111,60729,52.80782608695653
37727,Del Rio,TN,35.91,-83.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,31342,3988,118,0,0,100593,35448,42.2
37731,Eidson,TN,36.5,-83.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,8980,643,0,0,0,25754,9623,40.09583333333333
37756,Huntsville,TN,36.40356233333333,-84.491872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,36981,2068,49,0,0,119093,39098,37.95922330097088
37760,Jefferson City,TN,36.11882475640998,-83.4808284545355,18,176,4,65,0,0,0,0,1,4,3,4,0,0,2,3,0,0,1,1,0,0,1,2,5210,237699,19343,1311,51,63,863881,258467,49.60978886756238
37873,Surgoinsville,TN,36.485053,-82.8478818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,65198,7528,266,3,0,213130,72995,45.05864197530864
37920,Knoxville,TN,35.937097344336976,-83.89976272633528,22,234,8,361,0,0,0,0,4,17,14,65,2,4,2,6,0,0,2,5,0,0,0,0,17260,865700,68009,4460,109,556,3235263,938834,54.393626882966394
38011,Brighton,TN,35.48502,-89.72242,1,14,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,215688,19996,1073,66,9,789103,236832,56.38857142857143
38049,Mason,TN,35.38677357669225,-89.54140575474251,2,93,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,78795,7476,332,27,0,289587,86630,48.66853932584269
38112,Memphis,TN,35.14577722034715,-89.97614878654267,7,279,6,662,1,68,0,0,0,0,8,155,5,18,0,0,1,2,4,53,2,13,0,0,6690,357904,19273,5434,130,407,1501268,383148,57.271748878923766
38241,Palmersville,TN,36.402595520019496,-88.5865020751953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,11844,934,0,0,0,34330,12778,39.93125
38355,Medina,TN,35.800498783725864,-88.78027681372683,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,182570,8660,1266,40,38,689758,192574,66.40482758620689
38506,Algood,TN,36.17902804605034,-85.45677751536459,4,23,1,25,0,0,0,0,1,2,8,22,1,2,0,0,0,0,0,0,0,0,0,0,12310,690039,56508,4347,66,449,2647120,751409,61.040536149471976
38569,Lancaster,TN,36.0775795,-85.86357120000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,12131,745,41,0,0,39454,12917,80.73125
75092,Sherman,TX,33.65315598417202,-96.62245092031428,11,494,6,233,0,0,0,0,4,12,8,37,1,11,1,3,0,0,0,0,0,0,0,0,11040,667870,47063,9017,214,652,2572646,724816,65.6536231884058
75215,Dallas,TX,32.76838144926846,-96.78325923978107,16,846,11,1577,0,0,0,0,2,7,2,10,1,68,0,0,1,5,0,0,0,0,0,0,7080,239822,8065,1413,123,25,852412,249448,35.23276836158192
75234,Dallas,TX,32.924204371616504,-96.88344490815723,40,1481,12,505,0,0,0,0,8,117,21,320,4,14,0,0,3,29,4,30,1,5,0,0,15640,926494,38954,14797,337,1863,3696672,982445,62.816176470588225
75254,Dallas,TX,32.950378255763205,-96.8147958571904,30,3096,40,11853,5,1479,0,0,5,67,28,539,6,201,0,0,0,0,4,101,2,32,1,18,11940,1008456,17973,17432,362,3812,4492132,1048035,87.7751256281407
75477,Roxton,TX,33.54,-95.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,13890,1592,42,0,0,45073,15524,41.95675675675675
75490,Trenton,TX,33.4462497842246,-96.3139885265156,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1090,64879,4480,903,6,0,242640,70268,64.46605504587156
75762,Flint (Noonday),TX,32.198562735971144,-95.40704099461924,3,60,2,99,0,0,0,0,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,6080,423832,32296,7575,195,338,1713604,464236,76.35460526315791
75840,Fairfield,TX,31.714094953349317,-96.16562133747192,13,230,3,185,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3160,176225,14625,1660,38,66,656399,192614,60.95379746835442
75845,Groveton,TX,31.0538469,-95.1236145,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,46135,5438,227,6,0,158133,51806,47.528440366972475
75850,Leona,TX,31.15368052320095,-95.9683005981162,1,39,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,9638,1656,66,0,0,31900,11360,56.8
75980,Zavalla,TX,31.186292930590266,-94.35912261172513,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,49261,5956,300,10,0,170978,55527,59.07127659574468
76011,Arlington,TX,32.75505703972271,-97.08993299868584,35,1656,33,4237,1,146,0,0,10,149,31,278,6,45,3,29,5,59,3,7,1,3,1,8,10670,436833,18504,3726,187,391,1656697,459641,43.07788191190253
76031,Cleburne,TX,32.34777137118721,-97.38668159616111,7,113,0,0,1,7,0,0,1,11,1,5,2,4,0,0,0,0,0,0,0,0,0,0,6840,308474,19943,3500,203,89,1131393,332209,48.56856725146199
76040,Euless,TX,32.83064644362463,-97.09941154128452,22,925,7,756,0,0,0,0,3,31,10,108,1,5,0,0,1,5,1,2,1,5,0,0,14030,658938,29363,9072,405,60,2472346,697838,49.73898788310761
76123,Fort Worth,TX,32.622777109586025,-97.38986420566084,8,189,0,0,0,0,0,0,1,7,2,6,0,0,0,0,0,0,0,0,1,5,0,0,15060,817217,59433,17345,850,105,3211980,894950,59.42563081009296
76133,Fort Worth,TX,32.65064418696321,-97.37092170143214,39,1133,12,634,1,10,0,0,9,39,15,105,2,4,1,10,2,9,3,17,1,3,0,0,23070,1051143,100728,11412,667,288,3806820,1164238,50.4654529692241
76247,Justin,TX,33.08370270916511,-97.29342548128,7,233,4,203,0,0,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,6820,460163,23247,8628,253,160,1831693,492451,72.20689149560117
76457,Hico,TX,31.98260316387996,-98.03186979181764,2,54,5,305,0,0,0,0,2,14,4,53,0,0,0,0,0,0,0,0,0,0,0,0,1490,86040,8583,800,10,89,322476,95522,64.10872483221476
76466,Olden,TX,32.42,-98.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4365,479,0,0,0,12089,4844,48.44
76569,Rogers,TX,30.9324019,-97.2282468,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1120,53292,4988,458,0,0,190285,58738,52.44464285714286
76627,Blum,TX,32.1433038403314,-97.39944532881952,1,5,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,1,14,0,0,610,29382,1944,250,0,0,101349,31576,51.763934426229504
76665,Meridian,TX,31.909289431190423,-97.63985281048477,4,56,4,102,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,53000,6886,450,0,0,192578,60336,61.56734693877551
76701,Waco,TX,31.554064749703574,-97.13339856533504,18,1351,17,1956,2,305,0,0,5,34,16,228,1,4,0,0,0,0,3,25,0,0,0,0,690,37192,667,281,0,0,144564,38140,55.27536231884058
77008,Houston,TX,29.802677479627466,-95.41102319824377,34,3931,42,12156,2,498,0,0,11,325,57,1301,10,108,2,10,7,148,4,142,2,19,1,13,17370,2207666,45290,65016,656,2214,10104076,2320842,133.61208981001727
77009,Houston,TX,29.795916984681323,-95.37155807768198,31,1884,24,3606,0,0,0,0,8,125,12,155,3,16,2,20,2,134,1,20,0,0,1,13,16550,1101660,32369,25110,639,604,4629504,1160382,70.1137160120846
77059,Houston,TX,29.612642587958078,-95.13113079756347,3,69,2,97,0,0,0,0,0,0,3,10,1,7,0,0,0,0,0,0,0,0,0,0,7800,1074650,59493,29266,417,1532,4893843,1165358,149.40487179487178
77090,Houston,TX,30.00678010336175,-95.43822580948348,34,945,37,3448,0,0,0,0,9,54,36,360,5,62,1,4,4,23,3,18,0,0,0,0,16570,572596,25281,5211,557,44,2067882,603689,36.432649366324675
77316,Montgomery,TX,30.341908678813876,-95.65153761249552,2,21,3,195,0,0,0,0,2,6,1,3,0,0,0,0,1,3,0,0,0,0,0,0,10410,1076260,57968,35252,453,981,4814238,1170914,112.47973102785782
77334,Dodge,TX,30.78,-95.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,9789,1432,0,0,0,31718,11221,56.105
77401,Bellaire,TX,29.70661433263936,-95.46962975968441,14,1178,20,2849,1,154,0,0,8,33,11,129,2,8,3,19,2,15,5,26,0,0,1,3,6700,1845209,34384,63955,364,5872,9337384,1949784,291.01253731343286
77433,Cypress,TX,29.935616864317595,-95.69622654100641,13,910,23,2625,0,0,0,0,2,16,15,209,1,6,0,0,3,19,3,28,1,6,0,0,36050,3296203,114442,118060,2619,2064,14526201,3533388,98.01353675450764
77476,Simonton,TX,29.677154036946806,-96.0040513377563,0,0,1,22,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,410,33328,1941,826,0,0,143707,36095,88.03658536585365
77510,Santa Fe,TX,29.378654387663712,-95.09131239131321,11,105,4,137,0,0,0,0,4,11,2,6,0,0,1,5,0,0,0,0,0,0,0,0,6520,439805,34836,6984,257,664,1707150,482546,74.0101226993865
77541,Freeport,TX,28.96561439274611,-95.34130055058712,18,307,15,716,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6870,321231,18485,2453,953,25,1190514,343147,49.9486171761281
77547,Galena Park,TX,29.73386732824645,-95.23922780124686,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4030,143379,5874,611,147,0,482981,150011,37.22357320099256
77612,Buna,TX,30.44817808777929,-93.96672358180024,5,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3560,209083,15419,1610,117,0,781424,226229,63.547471910112364
77640,Port Arthur,TX,29.923353391593317,-93.97785829623614,10,129,11,283,0,0,0,0,2,10,5,12,3,9,1,3,0,0,1,3,0,0,0,0,6780,269179,20348,2020,313,33,975427,291893,43.052064896755155
78009,Castroville,TX,29.356040660116054,-98.87648380851046,6,88,9,372,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,3890,246987,27441,4677,121,116,954254,279342,71.81028277634961
78010,Center Point,TX,29.93751968097856,-99.05315048843971,2,14,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,79348,9552,954,7,191,302857,90052,63.86666666666667
78056,Mico,TX,29.550890517385568,-98.9126742583495,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,85126,10797,2572,73,11,357026,98579,107.15108695652174
78066,Rio Medina,TX,29.5,-98.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,26621,3028,508,0,0,100944,30157,97.28064516129032
78104,Beeville,TX,28.52,-97.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,52063,4296,520,4,126,197731,57009,64.05505617977529
78116,Gillett,TX,29.13,-97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,28615,635,0,0,0,100092,29250,208.92857142857144
78160,Stockdale,TX,29.232736803571964,-97.95814111054028,2,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,97091,8774,912,15,0,346064,106792,61.023999999999994
78229,San Antonio,TX,29.50715362217621,-98.5697321352835,49,4032,26,3331,1,148,0,0,8,95,33,524,4,64,3,33,2,43,2,6,1,5,0,0,14140,597750,41232,5971,290,500,2182242,645743,45.66782178217822
78254,San Antonio,TX,29.520039113293862,-98.695719357643,11,263,10,1331,0,0,0,0,8,26,5,47,1,6,0,0,1,2,1,28,0,0,0,0,27040,1609001,126922,37666,1359,202,6223702,1775150,65.64903846153847
78256,San Antonio,TX,29.597072901733483,-98.61390977054529,5,117,16,3951,6,797,0,0,3,15,13,82,17,160,4,69,1,2,0,0,1,10,1,3,4440,510642,23825,14119,198,518,2252208,549302,123.71666666666668
78335,Aransas Pass,TX,27.87,-97.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,33814,3224,339,0,0,121497,37377,53.39571428571429
78341,Benavides,TX,27.63,-98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,22723,3221,81,0,0,75137,26025,41.30952380952381
78606,Blanco,TX,30.092325369415413,-98.41923680035664,7,271,5,472,1,5,0,0,3,12,6,20,0,0,0,0,0,0,0,0,0,0,0,0,2690,223657,21256,3549,64,383,900821,248909,92.53122676579927
78626,Georgetown,TX,30.64063467972861,-97.6796655158647,29,1313,22,4234,0,0,0,0,8,37,27,393,10,61,3,29,1,26,3,47,1,5,1,6,13440,798599,48042,17378,379,511,3132193,864909,64.35334821428572
78757,Austin,TX,30.35615199988664,-97.7331433721558,41,7624,29,9322,2,1623,0,0,12,340,50,2720,16,635,1,17,6,501,10,372,5,173,0,0,11890,991079,50245,29769,320,1366,4243786,1072779,90.22531539108496
78877,Quemado,TX,28.95,-100.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,12811,1035,69,0,0,42502,13915,42.16666666666666
79001,Adrian,TX,35.270300825263796,-102.66980657006,1,57,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,5870,0,0,0,0,16213,5870,45.153846153846146
79036,Fritch,TX,35.64070846898275,-101.6009982514815,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,124097,9404,448,24,0,433582,133973,66.32326732673269
79261,Turkey,TX,34.392695,-100.897226,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,5933,631,0,0,0,16364,6564,36.46666666666667
79359,Seagraves,TX,32.9399516,-102.5625503,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,54037,2334,214,14,0,188500,56599,49.21652173913044
79567,Winters,TX,31.96008375,-99.9627951,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,51951,4815,212,0,0,174699,56978,44.16899224806202
79602,Abilene,TX,32.41497894300573,-99.7220633379586,9,159,6,330,1,144,0,0,2,4,8,50,4,20,0,0,1,2,3,13,0,0,0,0,10040,661841,49749,10252,206,806,2675089,722854,71.99741035856573
79849,San Elizario,TX,31.59855851085012,-106.274395459391,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,138637,3654,637,111,0,462619,143039,26.00709090909091
79904,El Paso,TX,31.843180098986238,-106.44125330669256,22,509,9,396,1,8,0,0,5,26,5,22,3,7,0,0,1,1,0,0,0,0,0,0,12500,427002,49947,4455,181,43,1455533,481628,38.53024
84022,Dugway,UT,40.39,-112.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,15669,1300,41,0,0,55269,17010,68.04
84062,Pleasant Grove,UT,40.36111151931792,-111.74607842752243,17,1175,5,296,0,0,0,0,5,16,12,85,1,3,2,20,0,0,0,0,0,0,0,0,18120,1415128,58650,14066,638,1516,6227257,1489998,82.2294701986755
84119,West Valley City,UT,40.698629603903015,-111.94877726103924,48,2296,30,2324,0,0,0,0,11,125,27,236,8,30,1,4,2,3,5,35,1,4,0,0,21830,797345,35915,5406,582,61,2765912,839309,38.447503435639035
84324,Mantua,UT,41.49,-111.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,25413,2774,396,14,0,103037,28597,77.28918918918919
84627,Ephraim,UT,39.3589238769513,-111.58690780950528,6,77,6,95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,85889,7075,845,68,0,329175,93877,54.5796511627907
84655,Santaquin,UT,39.972687147625045,-111.78415325088578,5,81,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4770,259939,13095,2899,175,67,1033080,276175,57.89832285115304
84739,Joseph,UT,38.63,-112.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,6787,404,44,0,0,24080,7235,40.194444444444436
84761,Parowan,UT,37.845672366640905,-112.83264052301615,6,198,2,87,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1280,60956,8901,656,50,0,229955,70563,55.12734375
84775,Torrey,UT,38.30445119371333,-111.4115643718511,0,0,7,645,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,10931,2079,74,0,0,37494,13084,62.3047619047619
05048,Hartland,VT,43.53943995,-72.39962215,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,81835,4758,2171,18,57,337993,88839,68.33769230769231
05081,Wells River,VT,44.15586593940936,-72.0612450490359,0,0,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,17995,1676,393,0,0,64761,20064,46.66046511627907
05667,Plainfield,VT,44.278102218017565,-72.42401727180989,1,23,1,44,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1150,59995,3798,1594,0,0,234776,65387,56.85826086956522
05770,Shoreham,VT,43.9141130737257,-73.31168709484405,1,5,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,30620,1862,813,0,0,118810,33295,59.45535714285714
05825,Coventry,VT,44.866321373531285,-72.261755695764,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5396,0,0,0,0,12149,5396,49.05454545454546
20136,Bristow,VA,38.74154537979089,-77.56078052638267,7,398,10,915,0,0,0,0,0,0,8,166,2,11,0,0,0,0,2,44,1,10,0,0,13080,1298598,69442,35853,4182,284,5936963,1408359,107.67270642201835
20141,Round Hill,VA,39.1335956761963,-77.76548587700195,1,42,0,0,0,0,0,0,1,3,0,0,3,28,0,0,0,0,0,0,0,0,0,0,3040,370439,22135,10830,1295,213,1753824,404912,133.19473684210527
20152,South Riding,VA,38.923689360494095,-77.51397669809948,18,892,16,2047,1,23,0,0,3,32,12,251,3,43,0,0,1,13,2,19,0,0,0,0,14200,1799458,52727,47698,5793,1597,8516325,1907273,134.315
