zip,city,state,cat,pr_1,rv_1,pr_2,rv_2,pr_3,rv_3,pr_4,rv_4,avg_lat,avg_long
10169,New York,NY,restaurants,1,31,14,1529,0,0,1,110,40.754398234195044,-73.97624595187168
10169,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10169,New York,NY,localservices,0,0,0,0,0,0,0,0,40.754534745983804,-73.97596313812261
10170,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10170,New York,NY,shopping,0,0,0,0,0,0,0,0,40.752546,-73.97544
10170,New York,NY,localservices,0,0,0,0,0,0,0,0,40.752696,-73.97586
10171,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10171,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10171,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10172,New York,NY,restaurants,0,0,0,0,0,0,0,0,40.755475000000004,-73.974805
10172,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10172,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10173,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10173,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10173,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10174,New York,NY,restaurants,2,125,1,23,0,0,0,0,40.752153536777165,-73.97449323840547
10174,New York,NY,shopping,0,0,1,58,0,0,1,39,40.75202896666667,-73.97533646666666
10174,New York,NY,localservices,1,13,0,0,0,0,0,0,40.75184505000001,-73.97548575
10175,New York,NY,restaurants,1,159,0,0,0,0,0,0,40.754024,-73.979756
10175,New York,NY,shopping,0,0,2,217,0,0,0,0,40.75429775,-73.97974355
10175,New York,NY,localservices,0,0,1,170,0,0,0,0,40.754302499999994,-73.97975500000001
10176,New York,NY,restaurants,0,0,0,0,1,529,0,0,40.7553882217953,-73.9792002147005
10176,New York,NY,shopping,0,0,2,166,1,98,0,0,40.755507025,-73.978999275
10176,New York,NY,localservices,0,0,0,0,0,0,0,0,40.7556877,-73.9790649
10177,New York,NY,restaurants,1,239,0,0,0,0,0,0,40.75332,-73.97106
10177,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10177,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10178,New York,NY,restaurants,1,18,0,0,0,0,0,0,40.75051289323615,-73.97737164126781
10178,New York,NY,shopping,0,0,0,0,0,0,0,0,40.7144203186035,-74.0060806274414
10178,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10179,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10179,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10179,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10184,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10184,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10184,New York,NY,localservices,0,0,0,0,0,0,0,0,40.7469024658203,-73.9851837158203
10185,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10185,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10185,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10196,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10196,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10196,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10197,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10197,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10197,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10199,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10199,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10199,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10200,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10200,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10200,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10203,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10203,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10203,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10211,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10211,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10211,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10212,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10212,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10212,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10213,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10213,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10213,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10242,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10242,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10242,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10249,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10249,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10249,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10256,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10256,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10256,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10257,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10257,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10257,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10258,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10258,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10258,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10259,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10259,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10259,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10260,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10260,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10260,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10261,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10261,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10261,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10265,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10265,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10265,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10268,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10268,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10268,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10269,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10269,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10269,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10270,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10270,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10270,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10271,New York,NY,restaurants,3,114,0,0,1,523,0,0,40.708335927684,-74.01035844736406
10271,New York,NY,shopping,0,0,0,0,1,10,0,0,40.70823,-74.01056
10271,New York,NY,localservices,0,0,0,0,0,0,0,0,40.7082805167738,-74.0108789084985
10272,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10272,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10272,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10273,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10273,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10273,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10274,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10274,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10274,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10275,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10275,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10275,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10276,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10276,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10276,New York,NY,localservices,0,0,0,0,0,0,0,0,40.7318433125814,-73.99019622802736
10277,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10277,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10277,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10278,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10278,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10278,New York,NY,localservices,0,0,0,0,0,0,0,0,40.71551,-74.00421
10279,New York,NY,restaurants,1,71,0,0,0,0,0,0,40.7127085525626,-74.0084012669113
10279,New York,NY,shopping,0,0,1,10,0,0,0,0,40.7125009,-74.0079983
10279,New York,NY,localservices,0,0,0,0,0,0,0,0,40.7124491,-74.0082925
10280,New York,NY,restaurants,2,129,7,858,1,60,0,0,40.71003469964908,-74.01679811243604
10280,New York,NY,shopping,0,0,1,34,0,0,0,0,40.7077087,-74.0165727
10280,New York,NY,localservices,2,84,0,0,1,1,1,23,40.70853532450626,-74.01728987943585
10281,New York,NY,restaurants,2,234,3,334,2,245,0,0,40.71166451445842,-74.01529531127363
10281,New York,NY,shopping,0,0,1,11,5,27,0,0,40.7117028125,-74.01523008267213
10281,New York,NY,localservices,0,0,0,0,0,0,0,0,40.71097259252055,-74.01539348711985
10282,New York,NY,restaurants,1,22,8,2730,1,80,1,259,40.71540162112265,-74.01505188031699
10282,New York,NY,shopping,2,20,0,0,1,19,2,45,40.7156584321016,-74.01442433784622
10282,New York,NY,localservices,0,0,1,81,1,7,0,0,40.716208472234975,-74.01541619909287
10285,New York,NY,restaurants,0,0,1,94,0,0,0,0,40.7130865074113,-74.0160842315927
10285,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10285,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10286,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10286,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10286,New York,NY,localservices,0,0,0,0,0,0,0,0,,
10292,New York,NY,restaurants,0,0,0,0,0,0,0,0,,
10292,New York,NY,shopping,0,0,0,0,0,0,0,0,,
10292,New York,NY,localservices,0,0,0,0,0,0,0,0,,
